custom_id,report_path,paper_type_primary,paper_type_empirical,paper_type_experimental,relevance_pgg_or_variant,relevance_punishment_or_sanctions,relevance_efficiency_or_related_payoff_outcome,outcomes_primary_outcome_type
10.1016_j.socec.2023.102034,literature/output/paper_analysis_reports/broad_all/10.1016_j.socec.2023.102034.md,empirical,experimental,lab_experiment,close,adjacent,adjacent,non_payoff_behavior
10.1073_pnas.1108243108,literature/output/paper_analysis_reports/broad_all/10.1073_pnas.1108243108.md,empirical,experimental,lab_experiment,close,adjacent,adjacent,non_payoff_behavior
10.3390_su12198175,literature/output/paper_analysis_reports/broad_all/10.3390_su12198175.md,empirical,experimental,lab_experiment,close,adjacent,adjacent,non_payoff_behavior
10.1073_pnas.1301210110,literature/output/paper_analysis_reports/broad_all/10.1073_pnas.1301210110.md,empirical,experimental,field_experiment,close,adjacent,adjacent,non_payoff_behavior
10.1103_PhysRevE.91.062802,literature/output/paper_analysis_reports/broad_all/10.1103_PhysRevE.91.062802.md,theory,N/A,N/A,close,adjacent,adjacent,non_payoff_behavior
10.1016_j.obhdp.2009.01.004,literature/output/paper_analysis_reports/broad_all/10.1016_j.obhdp.2009.01.004.md,empirical,experimental,lab_experiment,close,adjacent,adjacent,non_payoff_behavior
10.1007_s10551-011-0795-z,literature/output/paper_analysis_reports/broad_all/10.1007_s10551-011-0795-z.md,empirical,experimental,lab_experiment,close,adjacent,adjacent,non_payoff_behavior
10.1016_j.jenvp.2009.05.003,literature/output/paper_analysis_reports/broad_all/10.1016_j.jenvp.2009.05.003.md,empirical,experimental,lab_experiment,close,adjacent,adjacent,non_payoff_behavior
10.1016_j.physa.2018.08.070,literature/output/paper_analysis_reports/broad_all/10.1016_j.physa.2018.08.070.md,theory,N/A,N/A,close,adjacent,adjacent,non_payoff_behavior
10.1038_s41598-019-44725-y,literature/output/paper_analysis_reports/broad_all/10.1038_s41598-019-44725-y.md,theory,N/A,N/A,close,adjacent,adjacent,non_payoff_behavior
10.1093_bjps_axz022,literature/output/paper_analysis_reports/broad_all/10.1093_bjps_axz022.md,theory,N/A,N/A,close,adjacent,adjacent,non_payoff_behavior
10.1016_j.chaos.2016.08.015,literature/output/paper_analysis_reports/broad_all/10.1016_j.chaos.2016.08.015.md,theory,N/A,N/A,close,adjacent,adjacent,non_payoff_behavior
10.1103_PhysRevE.86.036101,literature/output/paper_analysis_reports/broad_all/10.1103_PhysRevE.86.036101.md,theory,N/A,N/A,close,adjacent,adjacent,non_payoff_behavior
10.1209_0295-5075_107_60005,literature/output/paper_analysis_reports/broad_all/10.1209_0295-5075_107_60005.md,theory,N/A,N/A,close,adjacent,adjacent,non_payoff_behavior
10.1016_j.jtbi.2005.10.024,literature/output/paper_analysis_reports/broad_all/10.1016_j.jtbi.2005.10.024.md,theory,N/A,N/A,close,adjacent,adjacent,non_payoff_behavior
10.1007_s10584-016-1838-3,literature/output/paper_analysis_reports/broad_all/10.1007_s10584-016-1838-3.md,theory,N/A,N/A,close,adjacent,adjacent,non_payoff_behavior
10.1016_0303-2647(96)01604-8,literature/output/paper_analysis_reports/broad_all/10.1016_0303-2647(96)01604-8.md,theory,N/A,N/A,close,adjacent,adjacent,non_payoff_behavior
10.1007_978-3-319-29354-7_9,literature/output/paper_analysis_reports/broad_all/10.1007_978-3-319-29354-7_9.md,theory,N/A,N/A,close,adjacent,adjacent,non_payoff_behavior
10.1016_j.amc.2022.127578,literature/output/paper_analysis_reports/broad_all/10.1016_j.amc.2022.127578.md,theory,N/A,N/A,close,adjacent,adjacent,non_payoff_behavior
10.1146_annurev-psych-020821-110044,literature/output/paper_analysis_reports/broad_all/10.1146_annurev-psych-020821-110044.md,theory,N/A,N/A,close,adjacent,adjacent,non_payoff_behavior
10.1016_j.jtbi.2010.02.035,literature/output/paper_analysis_reports/broad_all/10.1016_j.jtbi.2010.02.035.md,theory,N/A,N/A,close,adjacent,adjacent,non_payoff_behavior
10.1007_s10955-012-0679-3,literature/output/paper_analysis_reports/broad_all/10.1007_s10955-012-0679-3.md,theory,N/A,N/A,close,adjacent,adjacent,non_payoff_behavior
10.1111_eva.12303,literature/output/paper_analysis_reports/broad_all/10.1111_eva.12303.md,theory,N/A,N/A,close,adjacent,adjacent,non_payoff_behavior
10.1086_715442,literature/output/paper_analysis_reports/broad_all/10.1086_715442.md,empirical,experimental,lab_experiment,close,adjacent,close,non_payoff_behavior
10.1002_soej.12487,literature/output/paper_analysis_reports/broad_all/10.1002_soej.12487.md,empirical,experimental,lab_experiment,close,adjacent,close,non_payoff_behavior
10.1111_ecin.12797,literature/output/paper_analysis_reports/broad_all/10.1111_ecin.12797.md,empirical,experimental,lab_experiment,close,adjacent,close,non_payoff_behavior
10.1038_nature02978,literature/output/paper_analysis_reports/broad_all/10.1038_nature02978.md,theory,N/A,N/A,close,adjacent,close,non_payoff_behavior
10.1016_j.chaos.2023.113318,literature/output/paper_analysis_reports/broad_all/10.1016_j.chaos.2023.113318.md,theory,N/A,N/A,close,adjacent,close,non_payoff_behavior
10.2753_mis0742-1222310208,literature/output/paper_analysis_reports/broad_all/10.2753_mis0742-1222310208.md,empirical,experimental,lab_experiment,close,adjacent,close,mixed
10.1515_bejte-2024-0043,literature/output/paper_analysis_reports/broad_all/10.1515_bejte-2024-0043.md,empirical,experimental,lab_experiment,close,adjacent,close,non_payoff_behavior
10.1111_j.1420-9101.2010.01936.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1420-9101.2010.01936.x.md,empirical,experimental,lab_experiment,close,adjacent,close,non_payoff_behavior
10.1016_j.jebo.2008.09.007,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2008.09.007.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.1007_s10683-006-9153-x,literature/output/paper_analysis_reports/broad_all/10.1007_s10683-006-9153-x.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.1007_s41412-019-00093-6,literature/output/paper_analysis_reports/broad_all/10.1007_s41412-019-00093-6.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.1016_j.irle.2019.105858,literature/output/paper_analysis_reports/broad_all/10.1016_j.irle.2019.105858.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.1016_j.jebo.2024.02.009,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2024.02.009.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.1016_j.joep.2017.07.002,literature/output/paper_analysis_reports/broad_all/10.1016_j.joep.2017.07.002.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.1016_j.joep.2019.102193,literature/output/paper_analysis_reports/broad_all/10.1016_j.joep.2019.102193.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.1016_j.ecolecon.2011.05.011,literature/output/paper_analysis_reports/broad_all/10.1016_j.ecolecon.2011.05.011.md,empirical,experimental,field_experiment,close,adjacent,exact,efficiency_or_payoff
10.1016_j.ecolecon.2013.08.010,literature/output/paper_analysis_reports/broad_all/10.1016_j.ecolecon.2013.08.010.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.1016_j.jebo.2015.03.005,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2015.03.005.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.1111_j.1465-7295.2010.00354.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1465-7295.2010.00354.x.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.1016_j.joep.2017.01.005,literature/output/paper_analysis_reports/broad_all/10.1016_j.joep.2017.01.005.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.1016_j.jebo.2020.06.009,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2020.06.009.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.1111_j.1467-9779.2008.00357.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1467-9779.2008.00357.x.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.1111_jpet.12181,literature/output/paper_analysis_reports/broad_all/10.1111_jpet.12181.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.1007_s00267-023-01825-w,literature/output/paper_analysis_reports/broad_all/10.1007_s00267-023-01825-w.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.1016_j.evolhumbehav.2024.01.003,literature/output/paper_analysis_reports/broad_all/10.1016_j.evolhumbehav.2024.01.003.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.1016_j.jpubeco.2010.03.002,literature/output/paper_analysis_reports/broad_all/10.1016_j.jpubeco.2010.03.002.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.1038_s41467-022-33551-y,literature/output/paper_analysis_reports/broad_all/10.1038_s41467-022-33551-y.md,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff
10.1098_rsbl.2013.0903,literature/output/paper_analysis_reports/broad_all/10.1098_rsbl.2013.0903.md,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff
10.1098_rsif.2023.0698,literature/output/paper_analysis_reports/broad_all/10.1098_rsif.2023.0698.md,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff
10.1111_jpet.12350,literature/output/paper_analysis_reports/broad_all/10.1111_jpet.12350.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.3390_g10010010,literature/output/paper_analysis_reports/broad_all/10.3390_g10010010.md,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff
10.5751_es-07493-200323,literature/output/paper_analysis_reports/broad_all/10.5751_es-07493-200323.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.1007_s10683-011-9281-9,literature/output/paper_analysis_reports/broad_all/10.1007_s10683-011-9281-9.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.1007_s11127-010-9665-y,literature/output/paper_analysis_reports/broad_all/10.1007_s11127-010-9665-y.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.1016_j.jtbi.2003.11.008,literature/output/paper_analysis_reports/broad_all/10.1016_j.jtbi.2003.11.008.md,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff
10.1016_j.jtbi.2019.07.012,literature/output/paper_analysis_reports/broad_all/10.1016_j.jtbi.2019.07.012.md,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff
10.1073_pnas.2013744117,literature/output/paper_analysis_reports/broad_all/10.1073_pnas.2013744117.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.1111_ecoj.12614,literature/output/paper_analysis_reports/broad_all/10.1111_ecoj.12614.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.1111_jssr.12045,literature/output/paper_analysis_reports/broad_all/10.1111_jssr.12045.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.21638_spbu18.2021.303,literature/output/paper_analysis_reports/broad_all/10.21638_spbu18.2021.303.md,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff
10.1007_s10683-017-9539-y,literature/output/paper_analysis_reports/broad_all/10.1007_s10683-017-9539-y.md,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff
10.1016_j.jeem.2017.08.008,literature/output/paper_analysis_reports/broad_all/10.1016_j.jeem.2017.08.008.md,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff
10.1209_0295-5075_122_10003,literature/output/paper_analysis_reports/broad_all/10.1209_0295-5075_122_10003.md,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff
10.1016_j.jtbi.2023.111585,literature/output/paper_analysis_reports/broad_all/10.1016_j.jtbi.2023.111585.md,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff
10.1016_j.tpb.2008.04.001,literature/output/paper_analysis_reports/broad_all/10.1016_j.tpb.2008.04.001.md,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff
10.1016_j.jtbi.2024.111946,literature/output/paper_analysis_reports/broad_all/10.1016_j.jtbi.2024.111946.md,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff
10.3982_te5351,literature/output/paper_analysis_reports/broad_all/10.3982_te5351.md,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff
10.1073_pnas.2403386121,literature/output/paper_analysis_reports/broad_all/10.1073_pnas.2403386121.md,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff
10.1098_rstb.2015.0099,literature/output/paper_analysis_reports/broad_all/10.1098_rstb.2015.0099.md,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff
10.1016_j.jeem.2008.07.004,literature/output/paper_analysis_reports/broad_all/10.1016_j.jeem.2008.07.004.md,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff
10.1111_j.1420-9101.2004.00747.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1420-9101.2004.00747.x.md,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff
10.1016_j.ecolecon.2013.05.013,literature/output/paper_analysis_reports/broad_all/10.1016_j.ecolecon.2013.05.013.md,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff
10.1016_j.jeem.2013.04.004,literature/output/paper_analysis_reports/broad_all/10.1016_j.jeem.2013.04.004.md,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff
10.1016_j.ecolecon.2006.11.003,literature/output/paper_analysis_reports/broad_all/10.1016_j.ecolecon.2006.11.003.md,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff
10.1098_rspb.2009.1480,literature/output/paper_analysis_reports/broad_all/10.1098_rspb.2009.1480.md,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff
10.1111_1468-0106.12034,literature/output/paper_analysis_reports/broad_all/10.1111_1468-0106.12034.md,empirical,experimental,lab_experiment,close,close,adjacent,non_payoff_behavior
10.1086_720287,literature/output/paper_analysis_reports/broad_all/10.1086_720287.md,empirical,experimental,lab_experiment,close,close,adjacent,non_payoff_behavior
10.1177_1948550619849431,literature/output/paper_analysis_reports/broad_all/10.1177_1948550619849431.md,empirical,observational,N/A,close,close,adjacent,non_payoff_behavior
10.1093_ajae_aay025,literature/output/paper_analysis_reports/broad_all/10.1093_ajae_aay025.md,empirical,experimental,lab_experiment,close,close,adjacent,non_payoff_behavior
10.1111_j.0021-9029.2006.00042.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.0021-9029.2006.00042.x.md,empirical,experimental,lab_experiment,close,close,adjacent,non_payoff_behavior
10.1016_j.jenvp.2018.11.002,literature/output/paper_analysis_reports/broad_all/10.1016_j.jenvp.2018.11.002.md,empirical,experimental,lab_experiment,close,close,adjacent,non_payoff_behavior
10.3763_cpol.2010.0106,literature/output/paper_analysis_reports/broad_all/10.3763_cpol.2010.0106.md,empirical,experimental,lab_experiment,close,close,adjacent,non_payoff_behavior
10.1016_j.chaos.2024.114859,literature/output/paper_analysis_reports/broad_all/10.1016_j.chaos.2024.114859.md,theory,N/A,N/A,close,close,adjacent,non_payoff_behavior
10.1063_5.0037956,literature/output/paper_analysis_reports/broad_all/10.1063_5.0037956.md,theory,N/A,N/A,close,close,adjacent,non_payoff_behavior
10.1098_rspb.2015.2431,literature/output/paper_analysis_reports/broad_all/10.1098_rspb.2015.2431.md,theory,N/A,N/A,close,close,adjacent,non_payoff_behavior
10.1016_j.amc.2019.124798,literature/output/paper_analysis_reports/broad_all/10.1016_j.amc.2019.124798.md,theory,N/A,N/A,close,close,adjacent,non_payoff_behavior
10.1016_j.obhdp.2016.02.003,literature/output/paper_analysis_reports/broad_all/10.1016_j.obhdp.2016.02.003.md,theory,N/A,N/A,close,close,adjacent,non_payoff_behavior
10.1111_j.1461-0248.2005.00773.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1461-0248.2005.00773.x.md,theory,N/A,N/A,close,close,adjacent,non_payoff_behavior
10.1017_s1355770x08004592,literature/output/paper_analysis_reports/broad_all/10.1017_s1355770x08004592.md,theory,N/A,N/A,close,close,adjacent,non_payoff_behavior
10.1098_rspb.2017.0929,literature/output/paper_analysis_reports/broad_all/10.1098_rspb.2017.0929.md,theory,N/A,N/A,close,close,adjacent,non_payoff_behavior
10.1111_ecin.12720,literature/output/paper_analysis_reports/broad_all/10.1111_ecin.12720.md,empirical,experimental,lab_experiment,close,close,adjacent,non_payoff_behavior
10.3389_fpsyg.2025.1465057,literature/output/paper_analysis_reports/broad_all/10.3389_fpsyg.2025.1465057.md,empirical,observational,N/A,close,close,adjacent,non_payoff_behavior
10.1007_978-3-642-18137-5_14,literature/output/paper_analysis_reports/broad_all/10.1007_978-3-642-18137-5_14.md,theory,N/A,N/A,close,close,adjacent,non_payoff_behavior
10.1257_jep.14.3.137,literature/output/paper_analysis_reports/broad_all/10.1257_jep.14.3.137.md,theory,N/A,N/A,close,close,adjacent,non_payoff_behavior
10.1371_journal.pcbi.1003381,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pcbi.1003381.md,theory,N/A,N/A,close,close,adjacent,non_payoff_behavior
10.1007_s10584-010-0014-4,literature/output/paper_analysis_reports/broad_all/10.1007_s10584-010-0014-4.md,theory,N/A,N/A,close,close,adjacent,non_payoff_behavior
10.1016_j.ecolecon.2011.01.011,literature/output/paper_analysis_reports/broad_all/10.1016_j.ecolecon.2011.01.011.md,theory,N/A,N/A,close,close,adjacent,non_payoff_behavior
10.1016_j.copsyc.2024.101849,literature/output/paper_analysis_reports/broad_all/10.1016_j.copsyc.2024.101849.md,theory,N/A,N/A,close,close,adjacent,non_payoff_behavior
10.1098_rsif.2014.0735,literature/output/paper_analysis_reports/broad_all/10.1098_rsif.2014.0735.md,theory,N/A,N/A,close,close,adjacent,non_payoff_behavior
10.1007_s00265-014-1741-8,literature/output/paper_analysis_reports/broad_all/10.1007_s00265-014-1741-8.md,empirical,experimental,lab_experiment,close,close,close,mixed
10.1111_brv.12260,literature/output/paper_analysis_reports/broad_all/10.1111_brv.12260.md,theory,N/A,N/A,close,close,close,N/R
10.1016_j.tree.2007.07.009,literature/output/paper_analysis_reports/broad_all/10.1016_j.tree.2007.07.009.md,theory,N/A,N/A,close,close,close,non_payoff_behavior
10.1016_j.jpubeco.2007.04.005,literature/output/paper_analysis_reports/broad_all/10.1016_j.jpubeco.2007.04.005.md,empirical,experimental,lab_experiment,close,close,exact,efficiency_or_payoff
10.5751_es-05598-180302,literature/output/paper_analysis_reports/broad_all/10.5751_es-05598-180302.md,empirical,experimental,lab_experiment,close,close,exact,efficiency_or_payoff
10.1017_s1355770x12000381,literature/output/paper_analysis_reports/broad_all/10.1017_s1355770x12000381.md,empirical,experimental,lab_experiment,close,close,exact,efficiency_or_payoff
10.1016_j.jebo.2017.12.024,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2017.12.024.md,empirical,experimental,lab_experiment,close,close,exact,efficiency_or_payoff
10.1016_j.jeem.2018.07.004,literature/output/paper_analysis_reports/broad_all/10.1016_j.jeem.2018.07.004.md,empirical,experimental,lab_experiment,close,close,exact,efficiency_or_payoff
10.1111_jpet.12084,literature/output/paper_analysis_reports/broad_all/10.1111_jpet.12084.md,theory,N/A,N/A,close,close,exact,efficiency_or_payoff
10.1016_j.ejpoleco.2013.11.005,literature/output/paper_analysis_reports/broad_all/10.1016_j.ejpoleco.2013.11.005.md,empirical,experimental,lab_experiment,close,close,exact,efficiency_or_payoff
10.1103_PhysRevE.95.052309,literature/output/paper_analysis_reports/broad_all/10.1103_PhysRevE.95.052309.md,theory,N/A,N/A,close,close,exact,efficiency_or_payoff
10.1073_pnas.2500960122,literature/output/paper_analysis_reports/broad_all/10.1073_pnas.2500960122.md,theory,N/A,N/A,close,close,exact,efficiency_or_payoff
10.1177_2158244017737592,literature/output/paper_analysis_reports/broad_all/10.1177_2158244017737592.md,theory,N/A,N/A,close,close,exact,efficiency_or_payoff
10.1016_j.leaqua.2019.04.002,literature/output/paper_analysis_reports/broad_all/10.1016_j.leaqua.2019.04.002.md,theory,N/A,N/A,close,close,exact,efficiency_or_payoff
10.1016_j.jtbi.2008.12.007,literature/output/paper_analysis_reports/broad_all/10.1016_j.jtbi.2008.12.007.md,theory,N/A,N/A,close,close,exact,efficiency_or_payoff
10.1007_s00265-019-2667-y,literature/output/paper_analysis_reports/broad_all/10.1007_s00265-019-2667-y.md,theory,N/A,N/A,close,close,exact,efficiency_or_payoff
10.1007_s00355-014-0841-8,literature/output/paper_analysis_reports/broad_all/10.1007_s00355-014-0841-8.md,empirical,experimental,field_experiment,close,exact,adjacent,non_payoff_behavior
10.1016_j.obhdp.2016.02.004,literature/output/paper_analysis_reports/broad_all/10.1016_j.obhdp.2016.02.004.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1002_bdm.2243,literature/output/paper_analysis_reports/broad_all/10.1002_bdm.2243.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1007_s12110-012-9136-x,literature/output/paper_analysis_reports/broad_all/10.1007_s12110-012-9136-x.md,empirical,experimental,other_experiment,close,exact,adjacent,non_payoff_behavior
10.1016_j.obhdp.2014.09.005,literature/output/paper_analysis_reports/broad_all/10.1016_j.obhdp.2014.09.005.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1006_obhd.1995.1015,literature/output/paper_analysis_reports/broad_all/10.1006_obhd.1995.1015.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1155_2021_6192629,literature/output/paper_analysis_reports/broad_all/10.1155_2021_6192629.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.3389_fnins.2019.01160,literature/output/paper_analysis_reports/broad_all/10.3389_fnins.2019.01160.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.3389_fpsyg.2022.794953,literature/output/paper_analysis_reports/broad_all/10.3389_fpsyg.2022.794953.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1016_j.ecolecon.2015.05.011,literature/output/paper_analysis_reports/broad_all/10.1016_j.ecolecon.2015.05.011.md,empirical,experimental,field_experiment,close,exact,adjacent,non_payoff_behavior
10.1016_j.jrp.2019.05.005,literature/output/paper_analysis_reports/broad_all/10.1016_j.jrp.2019.05.005.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1016_j.worlddev.2024.106686,literature/output/paper_analysis_reports/broad_all/10.1016_j.worlddev.2024.106686.md,empirical,experimental,field_experiment,close,exact,adjacent,non_payoff_behavior
10.1037_a0033495,literature/output/paper_analysis_reports/broad_all/10.1037_a0033495.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1038_srep10321,literature/output/paper_analysis_reports/broad_all/10.1038_srep10321.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1073_pnas.1215443110,literature/output/paper_analysis_reports/broad_all/10.1073_pnas.1215443110.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1093_jae_ejr034,literature/output/paper_analysis_reports/broad_all/10.1093_jae_ejr034.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1111_j.1468-0297.2011.02476.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1468-0297.2011.02476.x.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1016_j.ecolecon.2015.04.005,literature/output/paper_analysis_reports/broad_all/10.1016_j.ecolecon.2015.04.005.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1017_s1355770x16000322,literature/output/paper_analysis_reports/broad_all/10.1017_s1355770x16000322.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1007_s10640-020-00419-y,literature/output/paper_analysis_reports/broad_all/10.1007_s10640-020-00419-y.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1016_j.amc.2024.128836,literature/output/paper_analysis_reports/broad_all/10.1016_j.amc.2024.128836.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1016_j.jebo.2025.107207,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2025.107207.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1016_j.physleta.2020.126867,literature/output/paper_analysis_reports/broad_all/10.1016_j.physleta.2020.126867.md,theory,N/A,N/A,close,exact,adjacent,non_payoff_behavior
10.1080_13504851.2011.572844,literature/output/paper_analysis_reports/broad_all/10.1080_13504851.2011.572844.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1080_15534510802469156,literature/output/paper_analysis_reports/broad_all/10.1080_15534510802469156.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1098_rspb.2012.0615,literature/output/paper_analysis_reports/broad_all/10.1098_rspb.2012.0615.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1177_0190272512442397,literature/output/paper_analysis_reports/broad_all/10.1177_0190272512442397.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.5267_j.ijiec.2022.3.001,literature/output/paper_analysis_reports/broad_all/10.5267_j.ijiec.2022.3.001.md,theory,N/A,N/A,close,exact,adjacent,non_payoff_behavior
10.18564_jasss.3058,literature/output/paper_analysis_reports/broad_all/10.18564_jasss.3058.md,theory,N/A,N/A,close,exact,adjacent,non_payoff_behavior
10.1007_978-0-387-72596-3_8,literature/output/paper_analysis_reports/broad_all/10.1007_978-0-387-72596-3_8.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1007_s40822-020-00144-3,literature/output/paper_analysis_reports/broad_all/10.1007_s40822-020-00144-3.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1016_j.geb.2016.03.002,literature/output/paper_analysis_reports/broad_all/10.1016_j.geb.2016.03.002.md,theory,N/A,N/A,close,exact,adjacent,non_payoff_behavior
10.1016_j.irle.2020.105931,literature/output/paper_analysis_reports/broad_all/10.1016_j.irle.2020.105931.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1016_j.jebo.2011.09.002,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2011.09.002.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1016_j.physleta.2024.129951,literature/output/paper_analysis_reports/broad_all/10.1016_j.physleta.2024.129951.md,theory,N/A,N/A,close,exact,adjacent,non_payoff_behavior
10.1111_j.1559-1816.2012.00914.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1559-1816.2012.00914.x.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1162_EVCO_a_00062,literature/output/paper_analysis_reports/broad_all/10.1162_EVCO_a_00062.md,theory,N/A,N/A,close,exact,adjacent,non_payoff_behavior
10.2307_2667052,literature/output/paper_analysis_reports/broad_all/10.2307_2667052.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1007_s10588-009-9056-4,literature/output/paper_analysis_reports/broad_all/10.1007_s10588-009-9056-4.md,theory,N/A,N/A,close,exact,adjacent,non_payoff_behavior
10.1016_j.jesp.2008.06.004,literature/output/paper_analysis_reports/broad_all/10.1016_j.jesp.2008.06.004.md,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior
10.1016_j.physleta.2018.04.031,literature/output/paper_analysis_reports/broad_all/10.1016_j.physleta.2018.04.031.md,theory,N/A,N/A,close,exact,adjacent,non_payoff_behavior
