model,variant_id,n_aug_runs,n_baseline_runs,correlation,correlation_mean_repeat,correlation_repeat_sd,correlation_repeat_se,baseline_correlation,baseline_correlation_mean_repeat,baseline_repeat_sd,baseline_repeat_se,delta_correlation,delta_correlation_mean_repeat,delta_correlation_repeat_sd,delta_correlation_repeat_se
GPT-5 Nano,citation_q3__jcr_q3__discipline_economics,5,5,0.6323274374008179,0.6172066330909729,0.044863483361281375,0.02006355970065118,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.09844708442687988,0.10605062458935377,0.05436836699767076,0.02431427288648959
GPT-5 Nano,citation_q3__jcr_q3__discipline_math_phys_cs,5,5,0.582574725151062,0.5715214312076569,0.044574900293992734,0.01993450142952862,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.04869437217712402,0.06036542270603773,0.08593018298347804,0.03842914609401052
GPT-5 Nano,citation_q3__jcr_q3__discipline_other,5,5,0.5516232848167419,0.5340087056159973,0.036720641167098576,0.016421969965401927,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.017742931842803955,0.022852697114378186,0.11042069780808776,0.04938163728436925
GPT-5 Nano,citation_q3__jcr_q3__discipline_psych_social,5,5,0.6506757140159607,0.6195018529891968,0.04467660593384665,0.019979985574410313,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.1167953610420227,0.10834584448757764,0.07984200238538437,0.035706428958683964
GPT-5 Nano,citation_q3__jcr_q3__year_q1_oldest,5,5,0.6392390131950378,0.6034676671028137,0.04152062509881905,0.018568588037848662,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.10535866022109985,0.09231165860119458,0.0908895968754579,0.04064706341221527
GPT-5 Nano,citation_q3__jcr_q3__year_q2,5,5,0.6371275186538696,0.5949316322803497,0.06692129652992057,0.029928113636664637,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.10324716567993164,0.0837756237787306,0.13190376564707187,0.05898915729501085
GPT-5 Nano,citation_q3__jcr_q3__year_q3,5,5,0.4681903123855591,0.43970762491226195,0.06254526099593119,0.027971091051473666,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.0656900405883789,-0.07144838358935716,0.05572118024188442,0.024919269361474344
GPT-5 Nano,citation_q3__jcr_q3__year_q4_newest,5,5,0.6115330457687378,0.6056233763694763,0.0385001673226152,0.01721779825569673,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.0776526927947998,0.09446736786785719,0.06758779641816502,0.030226181448086756
GPT-5 Nano,citation_q3__jcr_q4,5,5,0.4688226282596588,0.4343237400054932,0.05753076472596854,0.025728540144962543,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.06505772471427917,-0.07683226849612597,0.12017403425727458,0.053743461945930875
GPT-5 Nano,citation_q3__jcr_q4__discipline_bio_evo,5,5,0.6804078817367554,0.6202190160751343,0.09570376387588804,0.042800024345814876,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.14652752876281738,0.10906300757351514,0.05381192205565884,0.024065423143274676
GPT-5 Nano,citation_q3__jcr_q4__discipline_economics,5,5,0.37989675998687744,0.3653385877609253,0.06479279138279755,0.02897621719677958,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.15398359298706055,-0.14581742074069387,0.1309193082343305,0.058548894555842196
GPT-5 Nano,citation_q3__jcr_q4__discipline_math_phys_cs,5,5,0.48510605096817017,0.45277279019355776,0.19334239888325724,0.08646534936716851,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.04877430200576782,-0.05838321830806139,0.2494040340544046,0.11153687480166423
GPT-5 Nano,citation_q3__jcr_q4__discipline_psych_social,5,5,0.3651113510131836,0.3458362340927124,0.07072464951618115,0.03162902480060573,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.1687690019607544,-0.16531977440890674,0.11683693277947042,0.05225106479549386
GPT-5 Nano,citation_q3__jcr_q4__year_q1_oldest,5,5,0.6146631240844727,0.5897665381431579,0.04190035730679597,0.01873840944390516,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.08078277111053467,0.07861052964153883,0.07969713702254447,0.03564164319890492
GPT-5 Nano,citation_q3__jcr_q4__year_q2,5,5,0.4628523886203766,0.44380509853363037,0.04270102565900079,0.0190964792164977,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.0710279643535614,-0.06735090996798876,0.07491846744874767,0.033504557197101006
GPT-5 Nano,citation_q3__year_q1_oldest,5,5,0.6135035157203674,0.5897009134292602,0.07245015253572688,0.03240069321002281,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.07962316274642944,0.07854490492764113,0.12602064206282526,0.056358144444129316
GPT-5 Nano,citation_q3__year_q1_oldest__discipline_bio_evo,5,5,0.6003028750419617,0.5854756832122803,0.04161478217846086,0.018610696363977053,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.06642252206802368,0.07431967471066114,0.10488873085034373,0.04690766645100958
GPT-5 Nano,citation_q3__year_q1_oldest__discipline_economics,5,5,0.6066029071807861,0.5871885299682618,0.05068195307242519,0.02266565846047941,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.07272255420684814,0.07603252146664259,0.11525944672104364,0.05154559158345376
GPT-5 Nano,citation_q3__year_q1_oldest__discipline_math_phys_cs,5,5,0.6429423689842224,0.613666832447052,0.0716916974607774,0.03206150178892946,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.10906201601028442,0.10251082394543287,0.06814963221062978,0.03047744205291549
GPT-5 Nano,citation_q3__year_q1_oldest__discipline_multidisciplinary,5,5,0.5607064962387085,0.5427132308483124,0.053367734499698186,0.023866776429297173,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.026826143264770508,0.031557222346693246,0.08424286499022954,0.03767455454749808
GPT-5 Nano,citation_q3__year_q1_oldest__discipline_other,5,5,0.5748694539070129,0.5438907861709594,0.10011639530229888,0.04477341311163618,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.04098910093307495,0.03273477766934034,0.13835850320809528,0.061875803687684756
GPT-5 Nano,citation_q3__year_q1_oldest__discipline_psych_social,5,5,0.5722262263298035,0.554827880859375,0.05181819005026372,0.023173799084678582,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.03834587335586548,0.04367187235775587,0.12283137691086912,0.054931861708520296
GPT-5 Nano,citation_q3__year_q2,5,5,0.5775282979011536,0.5377064764499664,0.07593714149850832,0.03396012208153697,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.043647944927215576,0.0265504679483473,0.09455376177137834,0.042285727769824574
GPT-5 Nano,citation_q3__year_q2__discipline_bio_evo,5,5,0.6200252175331116,0.5894790530204773,0.06993264606550875,0.03127483008978216,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.08614486455917358,0.07832304451885816,0.14692088263841915,0.06570501617875478
GPT-5 Nano,citation_q3__year_q2__discipline_economics,5,5,0.5496346354484558,0.5306057691574096,0.0375799311465319,0.016806256126681386,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.015754282474517822,0.019449760655790536,0.07538639963154174,0.03371382283101849
GPT-5 Nano,citation_q3__year_q2__discipline_math_phys_cs,5,5,0.5481242537498474,0.5114460945129394,0.10861941173510076,0.04857607766314473,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.014243900775909424,0.000290086011320323,0.12504190146236763,0.05592043834113687
GPT-5 Nano,citation_q3__year_q2__discipline_multidisciplinary,5,5,0.5232378244400024,0.5051923573017121,0.09294143589343976,0.04156467371683404,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.010642528533935547,-0.005963651199907094,0.15894449628817892,0.07108213966996621
GPT-5 Nano,citation_q3__year_q2__discipline_other,5,5,0.6266583800315857,0.6155267596244812,0.039377956019940694,0.01761035729511689,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.0927780270576477,0.10437075112286207,0.08308050441511274,0.03715473109543269
GPT-5 Nano,citation_q3__year_q2__discipline_psych_social,5,5,0.6472789645195007,0.6154126703739167,0.07805940983374564,0.03490922933435416,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.11339861154556274,0.1042566618722975,0.07747586126049082,0.03464825847876
GPT-5 Nano,citation_q3__year_q3,5,5,0.6644869446754456,0.6279943466186524,0.043161954564300734,0.01930261288950675,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.13060659170150757,0.11683833811703322,0.09589405019235571,0.04288512297357683
GPT-5 Nano,citation_q3__year_q3__discipline_bio_evo,5,5,0.6338704228401184,0.6080222189426422,0.0838171276560853,0.03748415902355687,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.09999006986618042,0.09686621044102309,0.15578993424783116,0.0696713766376746
GPT-5 Nano,citation_q3__year_q3__discipline_economics,5,5,0.5585848689079285,0.5461874127388,0.044140700289233614,0.019740321284234197,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.02470451593399048,0.035031404237180916,0.07415383701613017,0.03316260407210144
GPT-5 Nano,citation_q3__year_q3__discipline_math_phys_cs,5,5,0.5723706483840942,0.563130509853363,0.08066755338313518,0.03607562658865668,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.03849029541015625,0.051974501351743904,0.10923045945978883,0.04884934651312456
GPT-5 Nano,citation_q3__year_q3__discipline_multidisciplinary,5,5,0.5720527768135071,0.5577351927757264,0.014091936308312071,0.006302105503996645,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.03817242383956909,0.04657918427410719,0.07834059551504136,0.03503497939388952
GPT-5 Nano,citation_q3__year_q3__discipline_other,5,5,0.644303023815155,0.6096507668495178,0.06242180533499539,0.027915880001461744,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.11042267084121704,0.0984947583478987,0.09614593315332845,0.042997768458198624
GPT-5 Nano,citation_q3__year_q3__discipline_psych_social,5,5,0.6126528382301331,0.5780346870422364,0.05121011788136939,0.022901860943703892,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.07877248525619507,0.0668786785406172,0.07462125606008348,0.033371640223352955
GPT-5 Nano,citation_q3__year_q4_newest,5,5,0.5769434571266174,0.5491611897945404,0.07090045113276841,0.031707645673654423,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.04306310415267944,0.038005181292921277,0.1288951162875325,0.057643648397332596
GPT-5 Nano,citation_q3__year_q4_newest__discipline_bio_evo,5,5,0.5849061012268066,0.5765188455581665,0.04177564211207783,0.01868263511326178,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.05102574825286865,0.06536283705654737,0.06406726071783797,0.028651750019457533
GPT-5 Nano,citation_q3__year_q4_newest__discipline_economics,5,5,0.5617193579673767,0.5499449253082276,0.017981931384797954,0.00804176418862903,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.02783900499343872,0.03878891680660841,0.0850002743644699,0.038013278317017486
GPT-5 Nano,citation_q3__year_q4_newest__discipline_math_phys_cs,5,5,0.5931041836738586,0.5515190422534942,0.03702652289748181,0.01655876443384436,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.059223830699920654,0.04036303375187513,0.05667874243472861,0.02534750419265102
GPT-5 Nano,citation_q3__year_q4_newest__discipline_multidisciplinary,5,5,0.6030015349388123,0.5821290731430053,0.06243425704289379,0.027921448574521102,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.06912118196487427,0.07097306464138624,0.13662782438741145,0.06110182058963111
GPT-5 Nano,citation_q3__year_q4_newest__discipline_other,5,5,0.619083821773529,0.606251573562622,0.03283623618622177,0.014684811247526065,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.08520346879959106,0.09509556506100295,0.08208265204988367,0.03670847795140047
GPT-5 Nano,citation_q3__year_q4_newest__discipline_psych_social,5,5,0.6068891286849976,0.5907609343528748,0.024649496909734635,0.011023590140267528,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.07300877571105957,0.07960492585125563,0.07333763966431785,0.03279758951975991
GPT-5 Nano,citation_q4_highest,5,5,0.6243407726287842,0.5356494605541229,0.12093492780130154,0.05408374388354788,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.09046041965484619,0.024493452052503795,0.12634058512394794,0.05650122733084925
GPT-5 Nano,citation_q4_highest__discipline_bio_evo,5,5,0.646822988986969,0.6074867486953736,0.055076732565717476,0.024631063599104136,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.112942636013031,0.0963307401937544,0.08579064140942047,0.03836674120495451
GPT-5 Nano,citation_q4_highest__discipline_economics,5,5,0.6056666374206543,0.5592980921268463,0.048494025374452854,0.021687187447975254,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.07178628444671631,0.048142083625227185,0.09541952110122391,0.04267290711256245
GPT-5 Nano,citation_q4_highest__discipline_math_phys_cs,5,5,0.591903030872345,0.5636090993881225,0.06456208447375068,0.02887304193047805,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.05802267789840698,0.05245309088650343,0.12700339792093993,0.056797646224935425
GPT-5 Nano,citation_q4_highest__discipline_multidisciplinary,5,5,0.5819783210754395,0.544504976272583,0.0821436072605257,0.03673573795031615,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.048097968101501465,0.033348967770963876,0.07548797094325174,0.03375924690252796
GPT-5 Nano,citation_q4_highest__discipline_other,5,5,0.612981379032135,0.5971709251403808,0.048833308010302785,0.021838919255444404,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.07910102605819702,0.08601491663876173,0.07088328919897355,0.03169997062353629
GPT-5 Nano,citation_q4_highest__discipline_psych_social,5,5,0.6701846122741699,0.615145230293274,0.03999947517846806,0.01788830911267402,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.13630425930023193,0.10398922179165479,0.08076308795793186,0.03611835094934606
GPT-5 Nano,citation_q4_highest__jcr_q1,5,5,0.474732369184494,0.416588568687439,0.09243080265488174,0.04133631159023672,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.05914798378944397,-0.09456743981418017,0.10154822026406579,0.04541374470091455
GPT-5 Nano,citation_q4_highest__jcr_q1__discipline_bio_evo,5,5,0.5893837213516235,0.5656794428825378,0.05592035765679255,0.025008344209337795,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.05550336837768555,0.05452343438091871,0.08880870869542197,0.039716461927388036
GPT-5 Nano,citation_q4_highest__jcr_q1__discipline_economics,5,5,0.6525486707687378,0.6174131512641907,0.05394041492656585,0.024122886902069113,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.1186683177947998,0.10625714276257155,0.07840765558864336,0.03506496957051957
GPT-5 Nano,citation_q4_highest__jcr_q1__discipline_math_phys_cs,5,5,0.5966061949729919,0.5852901577949524,0.0063940769694463395,0.002859518151409572,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.06272584199905396,0.07413414929333326,0.08100859918601187,0.03622814690839134
GPT-5 Nano,citation_q4_highest__jcr_q1__discipline_multidisciplinary,5,5,0.6568405032157898,0.6200049757957459,0.07972265412089373,0.035653054792204424,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.1229601502418518,0.10884896729412671,0.11805082628951147,0.05279393447667338
GPT-5 Nano,citation_q4_highest__jcr_q1__discipline_other,5,5,0.6334806680679321,0.6154229402542114,0.03415714444049826,0.015275539377246627,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.09960031509399414,0.1042669317525923,0.10194023465997805,0.045589058868398216
GPT-5 Nano,citation_q4_highest__jcr_q1__discipline_psych_social,5,5,0.6111018657684326,0.5761826038360596,0.11105125473285168,0.04966363091386032,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.07722151279449463,0.06502659533444044,0.05060384869037314,0.02263072911895761
GPT-5 Nano,citation_q4_highest__jcr_q1__year_q1_oldest,5,5,0.5798398852348328,0.5497754156589508,0.09612506782025139,0.04298843719757193,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.045959532260894775,0.03861940715733168,0.15737692385192484,0.07038109996454239
GPT-5 Nano,citation_q4_highest__jcr_q1__year_q2,5,5,0.5918084383010864,0.5539459586143494,0.11796170069113478,0.052754076297372256,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.05792808532714844,0.042789950112730235,0.15391246044540932,0.06883174482803656
GPT-5 Nano,citation_q4_highest__jcr_q1__year_q3,5,5,0.5527474284172058,0.5264085292816162,0.05460877671889401,0.024421787382310985,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.018867075443267822,0.015252520779997081,0.09376196294130323,0.04193162456811403
GPT-5 Nano,citation_q4_highest__jcr_q1__year_q4_newest,5,5,0.5786226391792297,0.5565437376499176,0.07872397980199086,0.035206434059314395,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.04474228620529175,0.04538772914829847,0.15418145190336657,0.0689520414651084
GPT-5 Nano,citation_q4_highest__jcr_q2,5,5,0.558121383190155,0.5391153573989869,0.07030666745373705,0.03144209753960562,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.02424103021621704,0.027959348897367686,0.056704225752544316,0.02535890067883665
GPT-5 Nano,citation_q4_highest__jcr_q2__discipline_bio_evo,5,5,0.7043882608413696,0.664967393875122,0.02578502090256352,0.011531411907877001,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.17050790786743164,0.15381138537350295,0.08514918587833258,0.038079873570543356
GPT-5 Nano,citation_q4_highest__jcr_q2__discipline_economics,5,5,0.45618757605552673,0.44067961573600767,0.0961802091148579,0.04301309713419343,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.07769277691841125,-0.07047639276561143,0.1357183383059923,0.06069508604910249
GPT-5 Nano,citation_q4_highest__jcr_q2__discipline_math_phys_cs,5,5,0.6369236707687378,0.6063690662384034,0.06788533024040054,0.03035924261851155,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.1030433177947998,0.09521305773678419,0.09527986559937567,0.04261045127344954
GPT-5 Nano,citation_q4_highest__jcr_q2__discipline_psych_social,5,5,0.5776723623275757,0.5476894378662109,0.05344068040691781,0.023899398830741866,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.043792009353637695,0.03653342936459181,0.09416521426077652,0.04211196404058578
GPT-5 Nano,citation_q4_highest__jcr_q2__year_q1_oldest,5,5,0.5240268707275391,0.48779836893081663,0.06914571920081918,0.03092290569722882,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.009853482246398926,-0.02335763957080248,0.12638049483791286,0.05651907549752688
GPT-5 Nano,citation_q4_highest__jcr_q2__year_q2,5,5,0.6679730415344238,0.6450307607650757,0.038726728126359924,0.01731911932733877,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.13409268856048584,0.13387475226345655,0.08285537443210142,0.03705404990627536
GPT-5 Nano,citation_q4_highest__jcr_q2__year_q3,5,5,0.6059993505477905,0.5810752272605896,0.0512457795954521,0.022917809347080514,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.07211899757385254,0.06991921875897048,0.1203632455172862,0.05382807979382975
GPT-5 Nano,citation_q4_highest__jcr_q3,5,5,0.6149793863296509,0.5647533714771271,0.09739978522217423,0.0435585081501322,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.08109903335571289,0.05359736297550795,0.10946521038442097,0.04895433031817623
GPT-5 Nano,citation_q4_highest__jcr_q3__discipline_bio_evo,5,5,0.45969751477241516,0.4490213394165039,0.05198734131772943,0.023249445831185298,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.07418283820152283,-0.062134669085115224,0.08074587056655641,0.036110651097843914
GPT-5 Nano,citation_q4_highest__jcr_q3__discipline_economics,5,5,0.5161810517311096,0.4615167021751404,0.07808526261022182,0.03492079104747573,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,-0.01769930124282837,-0.04963930632647875,0.13589041518840675,0.06077204117038947
GPT-5 Nano,citation_q4_highest__jcr_q3__discipline_math_phys_cs,5,5,0.5390207767486572,0.5228295028209686,0.07560774386276231,0.03381281098050581,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.005140423774719238,0.011673494319349498,0.08750318692874633,0.03913261484410956
GPT-5 Nano,citation_q4_highest__jcr_q3__discipline_psych_social,5,5,0.5596832633018494,0.5499617099761963,0.041827466411392775,0.018705811644492684,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.025802910327911377,0.03880570147457716,0.0962521266043113,0.04304525961323121
GPT-5 Nano,citation_q4_highest__jcr_q3__year_q1_oldest,5,5,0.6020979881286621,0.5903558850288391,0.03598393610319048,0.016092505444948557,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.06821763515472412,0.07919987652721998,0.10669372141197236,0.04771488276991901
GPT-5 Nano,citation_q4_highest__jcr_q3__year_q2,5,5,0.6688915491104126,0.6314919471740723,0.026722240543865412,0.011950549273436802,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.1350111961364746,0.12033593867245314,0.0865889868101885,0.038723772122082833
GPT-5 Nano,citation_q4_highest__jcr_q3__year_q3,5,5,0.5623962879180908,0.5413881659507751,0.024935122260002853,0.011151325680126913,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.028515934944152832,0.030232157449156017,0.06170657451543302,0.027596019055032877
GPT-5 Nano,citation_q4_highest__jcr_q4,5,5,0.5850228667259216,0.5696510076522827,0.04872378114273051,0.02178993735119356,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.05114251375198364,0.058494999150663585,0.1107141374848405,0.04951286749727219
GPT-5 Nano,citation_q4_highest__jcr_q4__discipline_bio_evo,5,5,0.5735265016555786,0.5648844838142395,0.028283164760402647,0.012648615804617373,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.039646148681640625,0.05372847531262037,0.06052646751795471,0.027068259161615937
GPT-5 Nano,citation_q4_highest__jcr_q4__discipline_economics,5,5,0.5703298449516296,0.5542188882827759,0.04447798734810785,0.01989116064254895,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.03644949197769165,0.04306287978115675,0.06866550820781593,0.030708148812449234
GPT-5 Nano,citation_q4_highest__jcr_q4__discipline_math_phys_cs,5,5,0.5953242182731628,0.5703000783920288,0.06869905962876129,0.030723153464044337,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.061443865299224854,0.05914406989040968,0.11682743614871345,0.0522468177731079
GPT-5 Nano,citation_q4_highest__jcr_q4__discipline_psych_social,5,5,0.6142673492431641,0.5970879673957825,0.0512167595612323,0.022904831193235543,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.08038699626922607,0.08593195889416334,0.11518961567900182,0.05151436219206473
GPT-5 Nano,citation_q4_highest__jcr_q4__year_q1_oldest,5,5,0.6733893752098083,0.6185431778430939,0.15536622074073725,0.06948188619670524,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.13950902223587036,0.10738716934147477,0.21040899680073177,0.0940977639847944
GPT-5 Nano,citation_q4_highest__year_q1_oldest,5,5,0.6544839143753052,0.5985249400138855,0.0515450250981285,0.023051636004269616,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.12060356140136719,0.08736893151226637,0.07376234681752221,0.03298752433277898
GPT-5 Nano,citation_q4_highest__year_q1_oldest__discipline_bio_evo,5,5,0.5529406666755676,0.5088926494121552,0.032366411876490475,0.014474699428717845,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.01906031370162964,-0.0022633590894639787,0.09217819090307246,0.041223340180444545
GPT-5 Nano,citation_q4_highest__year_q1_oldest__discipline_economics,5,5,0.5730056762695312,0.56700359582901,0.009752949686376057,0.004361651695974423,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.03912532329559326,0.05584758732739088,0.07112971747499651,0.03181017669888938
GPT-5 Nano,citation_q4_highest__year_q1_oldest__discipline_math_phys_cs,5,5,0.5660864114761353,0.5436579465866089,0.030845234882957172,0.013794408396048001,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.032206058502197266,0.03250193808498976,0.0626108752902973,0.028000434655973325
GPT-5 Nano,citation_q4_highest__year_q1_oldest__discipline_multidisciplinary,5,5,0.6032088994979858,0.5445179998874664,0.0745314693450841,0.03333148638370995,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.06932854652404785,0.0333619913858473,0.1311225592634912,0.058639791179382214
GPT-5 Nano,citation_q4_highest__year_q1_oldest__discipline_other,5,5,0.6218934655189514,0.6089420914649963,0.03266272778586935,0.014607215931955013,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.08801311254501343,0.09778608296337721,0.05223280007095504,0.023359218322762262
GPT-5 Nano,citation_q4_highest__year_q1_oldest__discipline_psych_social,5,5,0.587482213973999,0.5419840216636658,0.06240188551698253,0.02790697158802651,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.053601861000061035,0.03082801316204664,0.13459010815811012,0.06019052618811665
GPT-5 Nano,citation_q4_highest__year_q2,5,5,0.6125413775444031,0.5648958444595337,0.05415642300878171,0.024219488653173915,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.07866102457046509,0.05373983595791456,0.0572905754068663,0.025621124215966143
GPT-5 Nano,citation_q4_highest__year_q2__discipline_bio_evo,5,5,0.5745837092399597,0.5444587409496308,0.05842659560961289,0.026129167895397036,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.04070335626602173,0.03330273244801161,0.0683478504560161,0.0305660879471284
GPT-5 Nano,citation_q4_highest__year_q2__discipline_economics,5,5,0.6252406239509583,0.6081846117973327,0.038203747064950076,0.017085235086487287,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.09136027097702026,0.09702860329571364,0.05608067092310181,0.025080038481570303
GPT-5 Nano,citation_q4_highest__year_q2__discipline_math_phys_cs,5,5,0.5567903518676758,0.5450788974761963,0.036418881453436504,0.01628701891887807,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.022909998893737793,0.03392288897457716,0.10974433640300005,0.04907915926854257
GPT-5 Nano,citation_q4_highest__year_q2__discipline_multidisciplinary,5,5,0.6094781160354614,0.5889848470687866,0.042094080363671495,0.018825045028701706,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.07559776306152344,0.07782883856716749,0.11040073830542542,0.04937271112341923
GPT-5 Nano,citation_q4_highest__year_q2__discipline_other,5,5,0.6291069984436035,0.6180359244346618,0.024864515886674987,0.011119749550045745,0.533880352973938,0.5111560085016191,0.07961752219744764,0.035606038366718266,0.09522664546966553,0.10687991593304273,0.08584307659852446,0.03839019093440442
