n_filters,count,type_value,citation_value,jcr_value,year_value,discipline_value,collection_id,filter_label,filters_json,set_path
3,99,,,Q1,Q1_oldest,multidisciplinary,jcr_q1__year_q1_oldest__discipline_multidisciplinary,jcr=Q1 | year=Q1_oldest | discipline=multidisciplinary,"{""discipline"": ""multidisciplinary"", ""jcr"": ""Q1"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q1__year_q1_oldest__discipline_multidisciplinary.csv
3,12,,,Q1,Q1_oldest,other,jcr_q1__year_q1_oldest__discipline_other,jcr=Q1 | year=Q1_oldest | discipline=other,"{""discipline"": ""other"", ""jcr"": ""Q1"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q1__year_q1_oldest__discipline_other.csv
3,108,,,Q1,Q1_oldest,psych_social,jcr_q1__year_q1_oldest__discipline_psych_social,jcr=Q1 | year=Q1_oldest | discipline=psych_social,"{""discipline"": ""psych_social"", ""jcr"": ""Q1"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q1__year_q1_oldest__discipline_psych_social.csv
3,59,,,Q1,Q2,bio_evo,jcr_q1__year_q2__discipline_bio_evo,jcr=Q1 | year=Q2 | discipline=bio_evo,"{""discipline"": ""bio_evo"", ""jcr"": ""Q1"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q1__year_q2__discipline_bio_evo.csv
3,47,,,Q1,Q2,economics,jcr_q1__year_q2__discipline_economics,jcr=Q1 | year=Q2 | discipline=economics,"{""discipline"": ""economics"", ""jcr"": ""Q1"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q1__year_q2__discipline_economics.csv
3,51,,,Q1,Q2,math_phys_cs,jcr_q1__year_q2__discipline_math_phys_cs,jcr=Q1 | year=Q2 | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""jcr"": ""Q1"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q1__year_q2__discipline_math_phys_cs.csv
3,144,,,Q1,Q2,multidisciplinary,jcr_q1__year_q2__discipline_multidisciplinary,jcr=Q1 | year=Q2 | discipline=multidisciplinary,"{""discipline"": ""multidisciplinary"", ""jcr"": ""Q1"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q1__year_q2__discipline_multidisciplinary.csv
3,18,,,Q1,Q2,other,jcr_q1__year_q2__discipline_other,jcr=Q1 | year=Q2 | discipline=other,"{""discipline"": ""other"", ""jcr"": ""Q1"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q1__year_q2__discipline_other.csv
3,96,,,Q1,Q2,psych_social,jcr_q1__year_q2__discipline_psych_social,jcr=Q1 | year=Q2 | discipline=psych_social,"{""discipline"": ""psych_social"", ""jcr"": ""Q1"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q1__year_q2__discipline_psych_social.csv
3,37,,,Q1,Q3,bio_evo,jcr_q1__year_q3__discipline_bio_evo,jcr=Q1 | year=Q3 | discipline=bio_evo,"{""discipline"": ""bio_evo"", ""jcr"": ""Q1"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q1__year_q3__discipline_bio_evo.csv
3,34,,,Q1,Q3,economics,jcr_q1__year_q3__discipline_economics,jcr=Q1 | year=Q3 | discipline=economics,"{""discipline"": ""economics"", ""jcr"": ""Q1"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q1__year_q3__discipline_economics.csv
3,90,,,Q1,Q3,math_phys_cs,jcr_q1__year_q3__discipline_math_phys_cs,jcr=Q1 | year=Q3 | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""jcr"": ""Q1"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q1__year_q3__discipline_math_phys_cs.csv
3,103,,,Q1,Q3,multidisciplinary,jcr_q1__year_q3__discipline_multidisciplinary,jcr=Q1 | year=Q3 | discipline=multidisciplinary,"{""discipline"": ""multidisciplinary"", ""jcr"": ""Q1"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q1__year_q3__discipline_multidisciplinary.csv
3,9,,,Q1,Q3,other,jcr_q1__year_q3__discipline_other,jcr=Q1 | year=Q3 | discipline=other,"{""discipline"": ""other"", ""jcr"": ""Q1"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q1__year_q3__discipline_other.csv
3,76,,,Q1,Q3,psych_social,jcr_q1__year_q3__discipline_psych_social,jcr=Q1 | year=Q3 | discipline=psych_social,"{""discipline"": ""psych_social"", ""jcr"": ""Q1"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q1__year_q3__discipline_psych_social.csv
3,35,,,Q1,Q4_newest,bio_evo,jcr_q1__year_q4_newest__discipline_bio_evo,jcr=Q1 | year=Q4_newest | discipline=bio_evo,"{""discipline"": ""bio_evo"", ""jcr"": ""Q1"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q1__year_q4_newest__discipline_bio_evo.csv
3,34,,,Q1,Q4_newest,economics,jcr_q1__year_q4_newest__discipline_economics,jcr=Q1 | year=Q4_newest | discipline=economics,"{""discipline"": ""economics"", ""jcr"": ""Q1"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q1__year_q4_newest__discipline_economics.csv
3,162,,,Q1,Q4_newest,math_phys_cs,jcr_q1__year_q4_newest__discipline_math_phys_cs,jcr=Q1 | year=Q4_newest | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""jcr"": ""Q1"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q1__year_q4_newest__discipline_math_phys_cs.csv
3,103,,,Q1,Q4_newest,multidisciplinary,jcr_q1__year_q4_newest__discipline_multidisciplinary,jcr=Q1 | year=Q4_newest | discipline=multidisciplinary,"{""discipline"": ""multidisciplinary"", ""jcr"": ""Q1"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q1__year_q4_newest__discipline_multidisciplinary.csv
3,12,,,Q1,Q4_newest,other,jcr_q1__year_q4_newest__discipline_other,jcr=Q1 | year=Q4_newest | discipline=other,"{""discipline"": ""other"", ""jcr"": ""Q1"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q1__year_q4_newest__discipline_other.csv
3,87,,,Q1,Q4_newest,psych_social,jcr_q1__year_q4_newest__discipline_psych_social,jcr=Q1 | year=Q4_newest | discipline=psych_social,"{""discipline"": ""psych_social"", ""jcr"": ""Q1"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q1__year_q4_newest__discipline_psych_social.csv
3,19,,,Q2,Q1_oldest,bio_evo,jcr_q2__year_q1_oldest__discipline_bio_evo,jcr=Q2 | year=Q1_oldest | discipline=bio_evo,"{""discipline"": ""bio_evo"", ""jcr"": ""Q2"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q2__year_q1_oldest__discipline_bio_evo.csv
3,80,,,Q2,Q1_oldest,economics,jcr_q2__year_q1_oldest__discipline_economics,jcr=Q2 | year=Q1_oldest | discipline=economics,"{""discipline"": ""economics"", ""jcr"": ""Q2"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q2__year_q1_oldest__discipline_economics.csv
3,41,,,Q2,Q1_oldest,math_phys_cs,jcr_q2__year_q1_oldest__discipline_math_phys_cs,jcr=Q2 | year=Q1_oldest | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""jcr"": ""Q2"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q2__year_q1_oldest__discipline_math_phys_cs.csv
3,3,,,Q2,Q1_oldest,multidisciplinary,jcr_q2__year_q1_oldest__discipline_multidisciplinary,jcr=Q2 | year=Q1_oldest | discipline=multidisciplinary,"{""discipline"": ""multidisciplinary"", ""jcr"": ""Q2"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q2__year_q1_oldest__discipline_multidisciplinary.csv
3,46,,,Q2,Q1_oldest,psych_social,jcr_q2__year_q1_oldest__discipline_psych_social,jcr=Q2 | year=Q1_oldest | discipline=psych_social,"{""discipline"": ""psych_social"", ""jcr"": ""Q2"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q2__year_q1_oldest__discipline_psych_social.csv
3,23,,,Q2,Q2,bio_evo,jcr_q2__year_q2__discipline_bio_evo,jcr=Q2 | year=Q2 | discipline=bio_evo,"{""discipline"": ""bio_evo"", ""jcr"": ""Q2"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q2__year_q2__discipline_bio_evo.csv
3,93,,,Q2,Q2,economics,jcr_q2__year_q2__discipline_economics,jcr=Q2 | year=Q2 | discipline=economics,"{""discipline"": ""economics"", ""jcr"": ""Q2"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q2__year_q2__discipline_economics.csv
3,66,,,Q2,Q2,math_phys_cs,jcr_q2__year_q2__discipline_math_phys_cs,jcr=Q2 | year=Q2 | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""jcr"": ""Q2"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q2__year_q2__discipline_math_phys_cs.csv
3,3,,,Q2,Q2,multidisciplinary,jcr_q2__year_q2__discipline_multidisciplinary,jcr=Q2 | year=Q2 | discipline=multidisciplinary,"{""discipline"": ""multidisciplinary"", ""jcr"": ""Q2"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q2__year_q2__discipline_multidisciplinary.csv
3,2,,,Q2,Q2,other,jcr_q2__year_q2__discipline_other,jcr=Q2 | year=Q2 | discipline=other,"{""discipline"": ""other"", ""jcr"": ""Q2"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q2__year_q2__discipline_other.csv
3,48,,,Q2,Q2,psych_social,jcr_q2__year_q2__discipline_psych_social,jcr=Q2 | year=Q2 | discipline=psych_social,"{""discipline"": ""psych_social"", ""jcr"": ""Q2"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q2__year_q2__discipline_psych_social.csv
3,7,,,Q2,Q3,bio_evo,jcr_q2__year_q3__discipline_bio_evo,jcr=Q2 | year=Q3 | discipline=bio_evo,"{""discipline"": ""bio_evo"", ""jcr"": ""Q2"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q2__year_q3__discipline_bio_evo.csv
3,101,,,Q2,Q3,economics,jcr_q2__year_q3__discipline_economics,jcr=Q2 | year=Q3 | discipline=economics,"{""discipline"": ""economics"", ""jcr"": ""Q2"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q2__year_q3__discipline_economics.csv
3,74,,,Q2,Q3,math_phys_cs,jcr_q2__year_q3__discipline_math_phys_cs,jcr=Q2 | year=Q3 | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""jcr"": ""Q2"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q2__year_q3__discipline_math_phys_cs.csv
3,2,,,Q2,Q3,multidisciplinary,jcr_q2__year_q3__discipline_multidisciplinary,jcr=Q2 | year=Q3 | discipline=multidisciplinary,"{""discipline"": ""multidisciplinary"", ""jcr"": ""Q2"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q2__year_q3__discipline_multidisciplinary.csv
3,4,,,Q2,Q3,other,jcr_q2__year_q3__discipline_other,jcr=Q2 | year=Q3 | discipline=other,"{""discipline"": ""other"", ""jcr"": ""Q2"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q2__year_q3__discipline_other.csv
3,38,,,Q2,Q3,psych_social,jcr_q2__year_q3__discipline_psych_social,jcr=Q2 | year=Q3 | discipline=psych_social,"{""discipline"": ""psych_social"", ""jcr"": ""Q2"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q2__year_q3__discipline_psych_social.csv
3,3,,,Q2,Q4_newest,bio_evo,jcr_q2__year_q4_newest__discipline_bio_evo,jcr=Q2 | year=Q4_newest | discipline=bio_evo,"{""discipline"": ""bio_evo"", ""jcr"": ""Q2"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q2__year_q4_newest__discipline_bio_evo.csv
3,69,,,Q2,Q4_newest,economics,jcr_q2__year_q4_newest__discipline_economics,jcr=Q2 | year=Q4_newest | discipline=economics,"{""discipline"": ""economics"", ""jcr"": ""Q2"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q2__year_q4_newest__discipline_economics.csv
3,57,,,Q2,Q4_newest,math_phys_cs,jcr_q2__year_q4_newest__discipline_math_phys_cs,jcr=Q2 | year=Q4_newest | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""jcr"": ""Q2"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q2__year_q4_newest__discipline_math_phys_cs.csv
3,10,,,Q2,Q4_newest,other,jcr_q2__year_q4_newest__discipline_other,jcr=Q2 | year=Q4_newest | discipline=other,"{""discipline"": ""other"", ""jcr"": ""Q2"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q2__year_q4_newest__discipline_other.csv
3,50,,,Q2,Q4_newest,psych_social,jcr_q2__year_q4_newest__discipline_psych_social,jcr=Q2 | year=Q4_newest | discipline=psych_social,"{""discipline"": ""psych_social"", ""jcr"": ""Q2"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q2__year_q4_newest__discipline_psych_social.csv
3,68,,,Q3,Q1_oldest,bio_evo,jcr_q3__year_q1_oldest__discipline_bio_evo,jcr=Q3 | year=Q1_oldest | discipline=bio_evo,"{""discipline"": ""bio_evo"", ""jcr"": ""Q3"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q3__year_q1_oldest__discipline_bio_evo.csv
3,40,,,Q3,Q1_oldest,economics,jcr_q3__year_q1_oldest__discipline_economics,jcr=Q3 | year=Q1_oldest | discipline=economics,"{""discipline"": ""economics"", ""jcr"": ""Q3"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q3__year_q1_oldest__discipline_economics.csv
3,60,,,Q3,Q1_oldest,math_phys_cs,jcr_q3__year_q1_oldest__discipline_math_phys_cs,jcr=Q3 | year=Q1_oldest | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""jcr"": ""Q3"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q3__year_q1_oldest__discipline_math_phys_cs.csv
3,30,,,Q3,Q1_oldest,psych_social,jcr_q3__year_q1_oldest__discipline_psych_social,jcr=Q3 | year=Q1_oldest | discipline=psych_social,"{""discipline"": ""psych_social"", ""jcr"": ""Q3"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q3__year_q1_oldest__discipline_psych_social.csv
3,41,,,Q3,Q2,bio_evo,jcr_q3__year_q2__discipline_bio_evo,jcr=Q3 | year=Q2 | discipline=bio_evo,"{""discipline"": ""bio_evo"", ""jcr"": ""Q3"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q3__year_q2__discipline_bio_evo.csv
3,33,,,Q3,Q2,economics,jcr_q3__year_q2__discipline_economics,jcr=Q3 | year=Q2 | discipline=economics,"{""discipline"": ""economics"", ""jcr"": ""Q3"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q3__year_q2__discipline_economics.csv
3,39,,,Q3,Q2,math_phys_cs,jcr_q3__year_q2__discipline_math_phys_cs,jcr=Q3 | year=Q2 | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""jcr"": ""Q3"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q3__year_q2__discipline_math_phys_cs.csv
3,3,,,Q3,Q2,other,jcr_q3__year_q2__discipline_other,jcr=Q3 | year=Q2 | discipline=other,"{""discipline"": ""other"", ""jcr"": ""Q3"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q3__year_q2__discipline_other.csv
3,25,,,Q3,Q2,psych_social,jcr_q3__year_q2__discipline_psych_social,jcr=Q3 | year=Q2 | discipline=psych_social,"{""discipline"": ""psych_social"", ""jcr"": ""Q3"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q3__year_q2__discipline_psych_social.csv
3,30,,,Q3,Q3,bio_evo,jcr_q3__year_q3__discipline_bio_evo,jcr=Q3 | year=Q3 | discipline=bio_evo,"{""discipline"": ""bio_evo"", ""jcr"": ""Q3"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q3__year_q3__discipline_bio_evo.csv
3,26,,,Q3,Q3,economics,jcr_q3__year_q3__discipline_economics,jcr=Q3 | year=Q3 | discipline=economics,"{""discipline"": ""economics"", ""jcr"": ""Q3"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q3__year_q3__discipline_economics.csv
3,32,,,Q3,Q3,math_phys_cs,jcr_q3__year_q3__discipline_math_phys_cs,jcr=Q3 | year=Q3 | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""jcr"": ""Q3"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q3__year_q3__discipline_math_phys_cs.csv
3,5,,,Q3,Q3,other,jcr_q3__year_q3__discipline_other,jcr=Q3 | year=Q3 | discipline=other,"{""discipline"": ""other"", ""jcr"": ""Q3"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q3__year_q3__discipline_other.csv
3,31,,,Q3,Q3,psych_social,jcr_q3__year_q3__discipline_psych_social,jcr=Q3 | year=Q3 | discipline=psych_social,"{""discipline"": ""psych_social"", ""jcr"": ""Q3"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q3__year_q3__discipline_psych_social.csv
3,18,,,Q3,Q4_newest,bio_evo,jcr_q3__year_q4_newest__discipline_bio_evo,jcr=Q3 | year=Q4_newest | discipline=bio_evo,"{""discipline"": ""bio_evo"", ""jcr"": ""Q3"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q3__year_q4_newest__discipline_bio_evo.csv
3,21,,,Q3,Q4_newest,economics,jcr_q3__year_q4_newest__discipline_economics,jcr=Q3 | year=Q4_newest | discipline=economics,"{""discipline"": ""economics"", ""jcr"": ""Q3"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q3__year_q4_newest__discipline_economics.csv
3,21,,,Q3,Q4_newest,math_phys_cs,jcr_q3__year_q4_newest__discipline_math_phys_cs,jcr=Q3 | year=Q4_newest | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""jcr"": ""Q3"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q3__year_q4_newest__discipline_math_phys_cs.csv
3,6,,,Q3,Q4_newest,other,jcr_q3__year_q4_newest__discipline_other,jcr=Q3 | year=Q4_newest | discipline=other,"{""discipline"": ""other"", ""jcr"": ""Q3"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q3__year_q4_newest__discipline_other.csv
3,19,,,Q3,Q4_newest,psych_social,jcr_q3__year_q4_newest__discipline_psych_social,jcr=Q3 | year=Q4_newest | discipline=psych_social,"{""discipline"": ""psych_social"", ""jcr"": ""Q3"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q3__year_q4_newest__discipline_psych_social.csv
3,7,,,Q4,Q1_oldest,bio_evo,jcr_q4__year_q1_oldest__discipline_bio_evo,jcr=Q4 | year=Q1_oldest | discipline=bio_evo,"{""discipline"": ""bio_evo"", ""jcr"": ""Q4"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q4__year_q1_oldest__discipline_bio_evo.csv
3,11,,,Q4,Q1_oldest,economics,jcr_q4__year_q1_oldest__discipline_economics,jcr=Q4 | year=Q1_oldest | discipline=economics,"{""discipline"": ""economics"", ""jcr"": ""Q4"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q4__year_q1_oldest__discipline_economics.csv
3,13,,,Q4,Q1_oldest,math_phys_cs,jcr_q4__year_q1_oldest__discipline_math_phys_cs,jcr=Q4 | year=Q1_oldest | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""jcr"": ""Q4"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q4__year_q1_oldest__discipline_math_phys_cs.csv
3,7,,,Q4,Q1_oldest,psych_social,jcr_q4__year_q1_oldest__discipline_psych_social,jcr=Q4 | year=Q1_oldest | discipline=psych_social,"{""discipline"": ""psych_social"", ""jcr"": ""Q4"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q4__year_q1_oldest__discipline_psych_social.csv
3,2,,,Q4,Q2,bio_evo,jcr_q4__year_q2__discipline_bio_evo,jcr=Q4 | year=Q2 | discipline=bio_evo,"{""discipline"": ""bio_evo"", ""jcr"": ""Q4"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q4__year_q2__discipline_bio_evo.csv
3,15,,,Q4,Q2,economics,jcr_q4__year_q2__discipline_economics,jcr=Q4 | year=Q2 | discipline=economics,"{""discipline"": ""economics"", ""jcr"": ""Q4"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q4__year_q2__discipline_economics.csv
3,13,,,Q4,Q2,math_phys_cs,jcr_q4__year_q2__discipline_math_phys_cs,jcr=Q4 | year=Q2 | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""jcr"": ""Q4"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q4__year_q2__discipline_math_phys_cs.csv
3,16,,,Q4,Q2,psych_social,jcr_q4__year_q2__discipline_psych_social,jcr=Q4 | year=Q2 | discipline=psych_social,"{""discipline"": ""psych_social"", ""jcr"": ""Q4"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q4__year_q2__discipline_psych_social.csv
3,16,,,Q4,Q3,economics,jcr_q4__year_q3__discipline_economics,jcr=Q4 | year=Q3 | discipline=economics,"{""discipline"": ""economics"", ""jcr"": ""Q4"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q4__year_q3__discipline_economics.csv
3,14,,,Q4,Q3,math_phys_cs,jcr_q4__year_q3__discipline_math_phys_cs,jcr=Q4 | year=Q3 | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""jcr"": ""Q4"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q4__year_q3__discipline_math_phys_cs.csv
3,19,,,Q4,Q3,psych_social,jcr_q4__year_q3__discipline_psych_social,jcr=Q4 | year=Q3 | discipline=psych_social,"{""discipline"": ""psych_social"", ""jcr"": ""Q4"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q4__year_q3__discipline_psych_social.csv
3,3,,,Q4,Q4_newest,bio_evo,jcr_q4__year_q4_newest__discipline_bio_evo,jcr=Q4 | year=Q4_newest | discipline=bio_evo,"{""discipline"": ""bio_evo"", ""jcr"": ""Q4"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q4__year_q4_newest__discipline_bio_evo.csv
3,17,,,Q4,Q4_newest,economics,jcr_q4__year_q4_newest__discipline_economics,jcr=Q4 | year=Q4_newest | discipline=economics,"{""discipline"": ""economics"", ""jcr"": ""Q4"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q4__year_q4_newest__discipline_economics.csv
3,17,,,Q4,Q4_newest,math_phys_cs,jcr_q4__year_q4_newest__discipline_math_phys_cs,jcr=Q4 | year=Q4_newest | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""jcr"": ""Q4"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q4__year_q4_newest__discipline_math_phys_cs.csv
3,20,,,Q4,Q4_newest,psych_social,jcr_q4__year_q4_newest__discipline_psych_social,jcr=Q4 | year=Q4_newest | discipline=psych_social,"{""discipline"": ""psych_social"", ""jcr"": ""Q4"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q4__year_q4_newest__discipline_psych_social.csv
