model,kind,item_id,group,correlation,count
Gemini 2.5 Pro,individual_papers,10.1002_ejsp.3171,Empirical,0.5491161346435547,
Gemini 2.5 Pro,individual_papers,10.1002_ejsp.506,Empirical,0.5565583109855652,
Gemini 2.5 Pro,individual_papers,10.1002_evan.21430,Non-empirical,0.8349292278289795,
Gemini 2.5 Pro,individual_papers,10.1002_evan.21944,Non-empirical,0.5039925575256348,
Gemini 2.5 Pro,individual_papers,10.1002_hbm.21298,Empirical,0.5493673086166382,
Gemini 2.5 Pro,individual_papers,10.1002_hbm.25874,Empirical,0.5797617435455322,
Gemini 2.5 Pro,individual_papers,10.1002_ijop.12257,Empirical,0.5388699769973755,
Gemini 2.5 Pro,individual_papers,10.1002_ird.2704,Empirical,0.7120384573936462,
Gemini 2.5 Pro,individual_papers,10.1002_mde.2877,Empirical,0.3991805016994476,
Gemini 2.5 Pro,individual_papers,10.1002_mde.4492,Empirical,0.4598262906074524,
Gemini 2.5 Pro,individual_papers,10.1002_pchj.259,Empirical,0.4438381791114807,
Gemini 2.5 Pro,individual_papers,10.1002_per.474,Empirical,0.5491161346435547,
Gemini 2.5 Pro,individual_papers,10.1002_per.830,Empirical,0.4856515228748321,
Gemini 2.5 Pro,individual_papers,10.1002_soej.12391,Empirical,0.7142034769058228,
Gemini 2.5 Pro,individual_papers,10.1002_soej.12487,Empirical,0.5542401075363159,
Gemini 2.5 Pro,individual_papers,10.1002_soej.12626,Empirical,0.6369543075561523,
Gemini 2.5 Pro,individual_papers,10.1006_game.1994.1035,Empirical,0.5679984092712402,
Gemini 2.5 Pro,individual_papers,10.1006_game.1998.0638,Empirical,0.5997430682182312,
Gemini 2.5 Pro,individual_papers,10.1006_jeth.2000.2655,Non-empirical,0.5603362321853638,
Gemini 2.5 Pro,individual_papers,10.1006_jtbi.1996.0286,Non-empirical,0.5966281294822693,
Gemini 2.5 Pro,individual_papers,10.1006_jtbi.1998.0685,Non-empirical,0.629697322845459,
Gemini 2.5 Pro,individual_papers,10.1006_jtbi.2000.1089,Non-empirical,0.5910862684249878,
Gemini 2.5 Pro,individual_papers,10.1006_jtbi.2000.2111,Non-empirical,0.3539117574691772,
Gemini 2.5 Pro,individual_papers,10.1006_jtbi.2000.2202,Non-empirical,0.5305961966514587,
Gemini 2.5 Pro,individual_papers,10.1006_jtbi.2001.2406,Non-empirical,0.6418250799179077,
Gemini 2.5 Pro,individual_papers,10.1006_jtbi.2003.3104,Non-empirical,0.4994838237762451,
Gemini 2.5 Pro,individual_papers,10.1006_obhd.1995.1015,Empirical,0.6041514873504639,
Gemini 2.5 Pro,individual_papers,10.1007_7854_2016_445,Non-empirical,0.557725727558136,
Gemini 2.5 Pro,individual_papers,10.1007_978-0-387-72596-3_7,Non-empirical,0.3668897747993469,
Gemini 2.5 Pro,individual_papers,10.1007_978-0-387-72596-3_8,Empirical,0.5413694381713867,
Gemini 2.5 Pro,individual_papers,10.1007_978-3-540-85436-4,Non-empirical,0.614676833152771,
Gemini 2.5 Pro,individual_papers,10.1007_978-3-540-85436-4_5,Non-empirical,0.3950245380401611,
Gemini 2.5 Pro,individual_papers,10.1007_978-3-642-02624-9_8,Non-empirical,0.5491161346435547,
Gemini 2.5 Pro,individual_papers,10.1007_978-3-642-13983-3_11,Empirical,0.6442898511886597,
Gemini 2.5 Pro,individual_papers,10.1007_978-3-642-18137-5_14,Non-empirical,0.5711007118225098,
Gemini 2.5 Pro,individual_papers,10.1007_978-981-10-6439-5_8,Non-empirical,0.574138879776001,
Gemini 2.5 Pro,individual_papers,10.1007_978-981-13-2769-8_2,Non-empirical,0.5176080465316772,
Gemini 2.5 Pro,individual_papers,10.1007_bf01074955,Non-empirical,0.5678937435150146,
Gemini 2.5 Pro,individual_papers,10.1007_s00182-014-0419-9,Non-empirical,0.6326615214347839,
Gemini 2.5 Pro,individual_papers,10.1007_s00182-015-0520-8,Non-empirical,0.5629913210868835,
Gemini 2.5 Pro,individual_papers,10.1007_s001820050100,Empirical,0.5492264628410339,
Gemini 2.5 Pro,individual_papers,10.1007_s001820050124,Non-empirical,0.5905475616455078,
Gemini 2.5 Pro,individual_papers,10.1007_s00191-004-0212-1,Non-empirical,0.3189835846424103,
Gemini 2.5 Pro,individual_papers,10.1007_s00191-009-0162-8,Non-empirical,0.5624762773513794,
Gemini 2.5 Pro,individual_papers,10.1007_s00191-010-0204-2,Non-empirical,0.5132357478141785,
Gemini 2.5 Pro,individual_papers,10.1007_s00191-013-0328-2,Non-empirical,0.5320500135421753,
Gemini 2.5 Pro,individual_papers,10.1007_s00191-014-0375-3,Non-empirical,0.5191136598587036,
Gemini 2.5 Pro,individual_papers,10.1007_s00191-014-0387-z,Non-empirical,0.4038229882717132,
Gemini 2.5 Pro,individual_papers,10.1007_s00191-020-00720-5,Non-empirical,0.5221797823905945,
Gemini 2.5 Pro,individual_papers,10.1007_s00191-021-00739-2,Non-empirical,0.5356448888778687,
Gemini 2.5 Pro,individual_papers,10.1007_s00199-005-0633-6,Empirical,0.4325712323188782,
Gemini 2.5 Pro,individual_papers,10.1007_s00199-007-0212-0,Empirical,0.0360847637057304,
Gemini 2.5 Pro,individual_papers,10.1007_s00199-008-0421-1,Non-empirical,0.547756016254425,
Gemini 2.5 Pro,individual_papers,10.1007_s00199-015-0909-4,Non-empirical,0.621704638004303,
Gemini 2.5 Pro,individual_papers,10.1007_s00199-018-1146-4,Empirical,0.7239871621131897,
Gemini 2.5 Pro,individual_papers,10.1007_s00265-004-0782-9,Empirical,0.3092266321182251,
Gemini 2.5 Pro,individual_papers,10.1007_s00265-004-0885-3,Empirical,0.6095712184906006,
Gemini 2.5 Pro,individual_papers,10.1007_s00265-014-1741-8,Empirical,0.5791673064231873,
Gemini 2.5 Pro,individual_papers,10.1007_s00265-019-2667-y,Non-empirical,0.363424688577652,
Gemini 2.5 Pro,individual_papers,10.1007_s00265-023-03380-0,Non-empirical,0.6335127949714661,
Gemini 2.5 Pro,individual_papers,10.1007_s00267-023-01825-w,Empirical,0.5533556342124939,
Gemini 2.5 Pro,individual_papers,10.1007_s00285-010-0363-7,Non-empirical,0.5665076971054077,
Gemini 2.5 Pro,individual_papers,10.1007_s00355-010-0493-2,Non-empirical,0.4843587279319763,
Gemini 2.5 Pro,individual_papers,10.1007_s00355-014-0841-8,Empirical,0.4018538296222687,
Gemini 2.5 Pro,individual_papers,10.1007_s00355-015-0884-5,Empirical,0.3036404252052307,
Gemini 2.5 Pro,individual_papers,10.1007_s00355-018-1130-8,Empirical,0.5439313054084778,
Gemini 2.5 Pro,individual_papers,10.1007_s00355-020-01284-w,Empirical,0.567150354385376,
Gemini 2.5 Pro,individual_papers,10.1007_s00355-021-01363-6,Empirical,0.5946149826049805,
Gemini 2.5 Pro,individual_papers,10.1007_s00355-025-01604-y,Non-empirical,0.6651350855827332,
Gemini 2.5 Pro,individual_papers,10.1007_s10058-012-0120-z,Empirical,0.4563468992710113,
Gemini 2.5 Pro,individual_papers,10.1007_s10144-013-0423-0,Non-empirical,0.5761755704879761,
Gemini 2.5 Pro,individual_papers,10.1007_s10458-010-9122-9,Non-empirical,0.3859995007514953,
Gemini 2.5 Pro,individual_papers,10.1007_s10458-016-9338-4,Non-empirical,0.6105174422264099,
Gemini 2.5 Pro,individual_papers,10.1007_s10458-025-09698-5,Empirical,0.5234769582748413,
Gemini 2.5 Pro,individual_papers,10.1007_s10479-017-2412-8,Empirical,0.678979218006134,
Gemini 2.5 Pro,individual_papers,10.1007_s10539-004-5155-2,Non-empirical,0.5148100852966309,
Gemini 2.5 Pro,individual_papers,10.1007_s10539-007-9065-y,Non-empirical,0.4579300284385681,
Gemini 2.5 Pro,individual_papers,10.1007_s10539-012-9327-1,Non-empirical,0.592868983745575,
Gemini 2.5 Pro,individual_papers,10.1007_s10539-012-9341-3,Non-empirical,0.5496794581413269,
Gemini 2.5 Pro,individual_papers,10.1007_s10539-013-9401-3,Non-empirical,0.6601890921592712,
Gemini 2.5 Pro,individual_papers,10.1007_s10539-023-09936-8,Non-empirical,0.2621538043022156,
Gemini 2.5 Pro,individual_papers,10.1007_s10551-011-0795-z,Empirical,0.6032143831253052,
Gemini 2.5 Pro,individual_papers,10.1007_s10551-020-04664-5,Empirical,0.6385481953620911,
Gemini 2.5 Pro,individual_papers,10.1007_s10551-024-05865-y,Empirical,0.2939660549163818,
Gemini 2.5 Pro,individual_papers,10.1007_s10551-025-05998-8,Empirical,0.407848447561264,
Gemini 2.5 Pro,individual_papers,10.1007_s10584-010-0014-4,Non-empirical,0.6349654197692871,
Gemini 2.5 Pro,individual_papers,10.1007_s10584-016-1838-3,Non-empirical,0.4266693294048309,
Gemini 2.5 Pro,individual_papers,10.1007_s10588-008-9053-z,Non-empirical,0.4568944573402405,
Gemini 2.5 Pro,individual_papers,10.1007_s10588-009-9056-4,Non-empirical,0.5352857112884521,
Gemini 2.5 Pro,individual_papers,10.1007_s10588-013-9170-1,Non-empirical,0.6208480000495911,
Gemini 2.5 Pro,individual_papers,10.1007_s10588-015-9205-x,Non-empirical,0.5350687503814697,
Gemini 2.5 Pro,individual_papers,10.1007_s10588-017-9244-6,Non-empirical,0.4973587095737457,
Gemini 2.5 Pro,individual_papers,10.1007_s10611-018-9768-9,Non-empirical,0.5532214045524597,
Gemini 2.5 Pro,individual_papers,10.1007_s10614-008-9154-2,Non-empirical,0.5539566874504089,
Gemini 2.5 Pro,individual_papers,10.1007_s10614-020-10003-7,Non-empirical,0.5514649152755737,
Gemini 2.5 Pro,individual_papers,10.1007_s10614-020-10017-1,Non-empirical,0.5217671394348145,
Gemini 2.5 Pro,individual_papers,10.1007_s10640-006-9046-7,Non-empirical,0.5743929743766785,
Gemini 2.5 Pro,individual_papers,10.1007_s10640-015-9879-z,Empirical,0.6119468808174133,
Gemini 2.5 Pro,individual_papers,10.1007_s10640-017-0126-7,Empirical,0.3945728242397308,
Gemini 2.5 Pro,individual_papers,10.1007_s10640-020-00419-y,Empirical,0.5056483745574951,
Gemini 2.5 Pro,individual_papers,10.1007_s10640-020-00526-w,Empirical,0.5034376978874207,
Gemini 2.5 Pro,individual_papers,10.1007_s10640-021-00591-9,Empirical,0.6239835619926453,
Gemini 2.5 Pro,individual_papers,10.1007_s10640-023-00759-5,Empirical,0.6420904397964478,
Gemini 2.5 Pro,individual_papers,10.1007_s10640-025-00970-6,Empirical,0.4487866163253784,
Gemini 2.5 Pro,individual_papers,10.1007_s10645-008-9094-1,Empirical,0.546151340007782,
Gemini 2.5 Pro,individual_papers,10.1007_s10657-016-9532-5,Non-empirical,0.422917902469635,
Gemini 2.5 Pro,individual_papers,10.1007_s10657-019-09615-8,Empirical,0.4121788144111633,
Gemini 2.5 Pro,individual_papers,10.1007_s10663-024-09623-1,Empirical,0.614024817943573,
Gemini 2.5 Pro,individual_papers,10.1007_s10668-024-05335-5,Non-empirical,0.5499407649040222,
Gemini 2.5 Pro,individual_papers,10.1007_s10683-006-9153-x,Empirical,0.358028382062912,
Gemini 2.5 Pro,individual_papers,10.1007_s10683-011-9272-x,Empirical,0.5644486546516418,
Gemini 2.5 Pro,individual_papers,10.1007_s10683-013-9360-1,Empirical,0.5770107507705688,
Gemini 2.5 Pro,individual_papers,10.1007_s10683-014-9402-3,Empirical,0.5709391832351685,
Gemini 2.5 Pro,individual_papers,10.1007_s10683-017-9527-2,Empirical,0.4018533825874328,
Gemini 2.5 Pro,individual_papers,10.1007_s10683-019-09609-y,Empirical,0.5476759672164917,
Gemini 2.5 Pro,individual_papers,10.1007_s10683-019-09629-8,Empirical,0.5501114726066589,
Gemini 2.5 Pro,individual_papers,10.1007_s10683-020-09652-0,Empirical,0.4969815015792846,
Gemini 2.5 Pro,individual_papers,10.1007_s10683-021-09737-4,Empirical,0.5491161346435547,
Gemini 2.5 Pro,individual_papers,10.1007_s10816-013-9186-3,Non-empirical,0.571496844291687,
Gemini 2.5 Pro,individual_papers,10.1007_s10816-013-9194-3,Non-empirical,0.6011603474617004,
Gemini 2.5 Pro,individual_papers,10.1007_s10955-012-0661-0,Non-empirical,0.5792954564094543,
Gemini 2.5 Pro,individual_papers,10.1007_s10955-012-0679-3,Non-empirical,0.5044509768486023,
Gemini 2.5 Pro,individual_papers,10.1007_s10955-018-2012-2,Non-empirical,0.546740710735321,
Gemini 2.5 Pro,individual_papers,10.1007_s11031-014-9395-4,Empirical,0.5491161346435547,
Gemini 2.5 Pro,individual_papers,10.1007_s11047-016-9546-5,Non-empirical,0.5702090263366699,
Gemini 2.5 Pro,individual_papers,10.1007_s11071-019-05010-9,Non-empirical,0.5871245265007019,
Gemini 2.5 Pro,individual_papers,10.1007_s11071-020-05965-0,Non-empirical,0.4865466058254242,
Gemini 2.5 Pro,individual_papers,10.1007_s11071-023-08297-x,Non-empirical,0.4965601861476898,
Gemini 2.5 Pro,individual_papers,10.1007_s11127-006-9075-3,Empirical,0.556904673576355,
Gemini 2.5 Pro,individual_papers,10.1007_s11127-007-9269-3,Non-empirical,0.6029902696609497,
Gemini 2.5 Pro,individual_papers,10.1007_s11127-010-9665-y,Empirical,0.5272344946861267,
Gemini 2.5 Pro,individual_papers,10.1007_s11127-016-0319-6,Empirical,0.5840234756469727,
Gemini 2.5 Pro,individual_papers,10.1007_s11127-018-0622-5,Non-empirical,0.5503108501434326,
Gemini 2.5 Pro,individual_papers,10.1007_s11127-020-00868-5,Empirical,0.5331029295921326,
Gemini 2.5 Pro,individual_papers,10.1007_s11127-021-00925-7,Empirical,0.2870738208293915,
Gemini 2.5 Pro,individual_papers,10.1007_s11211-008-0064-1,Non-empirical,0.5491161346435547,
Gemini 2.5 Pro,individual_papers,10.1007_s11211-017-0300-7,Empirical,0.2278673648834228,
Gemini 2.5 Pro,individual_papers,10.1007_s11229-022-03743-6,Non-empirical,0.6180933117866516,
Gemini 2.5 Pro,individual_papers,10.1007_s11238-004-3672-8,Empirical,0.4807347953319549,
Gemini 2.5 Pro,individual_papers,10.1007_s11238-013-9356-5,Empirical,0.5794874429702759,
Gemini 2.5 Pro,individual_papers,10.1007_s11238-013-9382-3,Non-empirical,0.526394248008728,
Gemini 2.5 Pro,individual_papers,10.1007_s11238-015-9527-7,Non-empirical,0.5400444865226746,
Gemini 2.5 Pro,individual_papers,10.1007_s11238-016-9572-x,Empirical,0.5711497068405151,
Gemini 2.5 Pro,individual_papers,10.1007_s11238-021-09864-7,Empirical,0.5431603193283081,
Gemini 2.5 Pro,individual_papers,10.1007_s11238-022-09897-6,Empirical,0.7010848522186279,
Gemini 2.5 Pro,individual_papers,10.1007_s11238-023-09929-9,Empirical,0.3038122951984405,
Gemini 2.5 Pro,individual_papers,10.1007_s11238-023-09931-1,Empirical,0.0900290831923484,
Gemini 2.5 Pro,individual_papers,10.1007_s11238-024-09977-9,Empirical,0.6427872776985168,
Gemini 2.5 Pro,individual_papers,10.1007_s11245-014-9294-z,Non-empirical,0.5469183921813965,
Gemini 2.5 Pro,individual_papers,10.1007_s11269-017-1661-2,Non-empirical,0.5215196013450623,
Gemini 2.5 Pro,individual_papers,10.1007_s11284-006-0070-4,Non-empirical,0.5607588291168213,
Gemini 2.5 Pro,individual_papers,10.1007_s11284-006-0163-0,Non-empirical,0.5903390645980835,
Gemini 2.5 Pro,individual_papers,10.1007_s11284-013-1066-5,Non-empirical,0.4863023161888122,
Gemini 2.5 Pro,individual_papers,10.1007_s11403-007-0027-x,Non-empirical,0.5666539669036865,
Gemini 2.5 Pro,individual_papers,10.1007_s11403-015-0146-8,Non-empirical,0.3819713890552521,
Gemini 2.5 Pro,individual_papers,10.1007_s11403-017-0195-2,Non-empirical,0.5968971848487854,
Gemini 2.5 Pro,individual_papers,10.1007_s11403-022-00363-8,Empirical,0.5519826412200928,
Gemini 2.5 Pro,individual_papers,10.1007_s11427-010-0007-6,Non-empirical,0.5901569128036499,
Gemini 2.5 Pro,individual_papers,10.1007_s11427-010-4016-2,Non-empirical,0.5575213432312012,
Gemini 2.5 Pro,individual_papers,10.1007_s11432-010-4145-z,Non-empirical,0.4851164817810058,
Gemini 2.5 Pro,individual_papers,10.1007_s11432-023-4170-3,Non-empirical,0.5690186619758606,
Gemini 2.5 Pro,individual_papers,10.1007_s11538-024-01344-7,Non-empirical,0.4856375753879547,
Gemini 2.5 Pro,individual_papers,10.1007_s11538-025-01422-4,Non-empirical,0.5106395483016968,
Gemini 2.5 Pro,individual_papers,10.1007_s11558-025-09594-3,Empirical,0.3732166886329651,
Gemini 2.5 Pro,individual_papers,10.1007_s11846-016-0209-9,Empirical,0.5320726633071899,
Gemini 2.5 Pro,individual_papers,10.1007_s12064-024-00432-5,Non-empirical,0.5473177433013916,
Gemini 2.5 Pro,individual_papers,10.1007_s12110-002-1012-7,Empirical,0.0571201890707016,
Gemini 2.5 Pro,individual_papers,10.1007_s12110-002-1016-3,Empirical,0.5490029454231262,
Gemini 2.5 Pro,individual_papers,10.1007_s12110-005-1000-9,Empirical,0.576362133026123,
Gemini 2.5 Pro,individual_papers,10.1007_s12110-009-9072-6,Empirical,0.5651224851608276,
Gemini 2.5 Pro,individual_papers,10.1007_s12110-012-9136-x,Empirical,0.0850900188088417,
Gemini 2.5 Pro,individual_papers,10.1007_s12110-017-9298-7,Non-empirical,0.5491161346435547,
Gemini 2.5 Pro,individual_papers,10.1007_s12110-024-09483-5,Empirical,0.5448035001754761,
Gemini 2.5 Pro,individual_papers,10.1007_s12144-019-0129-3,Empirical,0.6010717749595642,
Gemini 2.5 Pro,individual_papers,10.1007_s12144-023-04746-3,Empirical,0.6229227185249329,
Gemini 2.5 Pro,individual_papers,10.1007_s12144-023-05029-7,Empirical,0.5499061942100525,
Gemini 2.5 Pro,individual_papers,10.1007_s12144-024-06961-y,Empirical,0.5501776933670044,
Gemini 2.5 Pro,individual_papers,10.1007_s13235-010-0001-4,Non-empirical,0.5989174842834473,
Gemini 2.5 Pro,individual_papers,10.1007_s13235-011-0020-9,Non-empirical,0.641457200050354,
Gemini 2.5 Pro,individual_papers,10.1007_s13235-013-0094-7,Non-empirical,0.5807967782020569,
Gemini 2.5 Pro,individual_papers,10.1007_s13235-017-0230-x,Non-empirical,0.5985670685768127,
Gemini 2.5 Pro,individual_papers,10.1007_s13235-019-00339-7,Non-empirical,0.536814272403717,
Gemini 2.5 Pro,individual_papers,10.1007_s13235-022-00485-5,Non-empirical,0.5364587903022766,
Gemini 2.5 Pro,individual_papers,10.1007_s13235-023-00533-8,Non-empirical,0.5841189026832581,
Gemini 2.5 Pro,individual_papers,10.1007_s13235-025-00619-5,Non-empirical,0.5266571640968323,
Gemini 2.5 Pro,individual_papers,10.1007_s13280-019-01284-w,Non-empirical,0.6083741784095764,
Gemini 2.5 Pro,individual_papers,10.1007_s40305-021-00350-z,Non-empirical,0.5401604771614075,
Gemini 2.5 Pro,individual_papers,10.1007_s40503-016-0035-0,Empirical,0.5798628926277161,
Gemini 2.5 Pro,individual_papers,10.1007_s40750-020-00143-3,Empirical,0.5312436819076538,
Gemini 2.5 Pro,individual_papers,10.1007_s40822-020-00144-3,Empirical,0.5613714456558228,
Gemini 2.5 Pro,individual_papers,10.1007_s40888-022-00287-3,Empirical,0.5432766079902649,
Gemini 2.5 Pro,individual_papers,10.1007_s42001-019-00049-5,Non-empirical,0.4685381650924682,
Gemini 2.5 Pro,individual_papers,10.1016_0162-3095(92)90032-y,Non-empirical,0.5133524537086487,
Gemini 2.5 Pro,individual_papers,10.1016_0165-1889(94)00848-1,Non-empirical,0.4594975411891937,
Gemini 2.5 Pro,individual_papers,10.1016_0272-4944(95)90005-5,Non-empirical,0.5259097218513489,
Gemini 2.5 Pro,individual_papers,10.1016_0303-2647(96)01604-8,Non-empirical,0.5641912817955017,
Gemini 2.5 Pro,individual_papers,10.1016_b978-0-12-404681-8.00010-8,Non-empirical,0.392970472574234,
Gemini 2.5 Pro,individual_papers,10.1016_j.actpsy.2020.103055,Empirical,0.4834493398666382,
Gemini 2.5 Pro,individual_papers,10.1016_j.actpsy.2023.103957,Empirical,0.5578539371490479,
Gemini 2.5 Pro,individual_papers,10.1016_j.actpsy.2024.104608,Empirical,0.5465489625930786,
Gemini 2.5 Pro,individual_papers,10.1016_j.actpsy.2025.105088,Empirical,0.5696914792060852,
Gemini 2.5 Pro,individual_papers,10.1016_j.agsy.2015.11.012,Empirical,0.6025786995887756,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2015.01.040,Non-empirical,0.6577907800674438,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2017.04.017,Non-empirical,0.4964897334575653,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2017.08.049,Non-empirical,0.5058303475379944,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2018.01.045,Non-empirical,0.5491161346435547,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2018.02.017,Non-empirical,0.4999319911003113,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2018.10.068,Non-empirical,0.4199068546295166,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2018.11.029,Non-empirical,0.5756012797355652,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2019.06.038,Non-empirical,0.5429773926734924,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2019.124798,Non-empirical,0.7442570328712463,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2019.124889,Non-empirical,0.5612087249755859,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2019.124945,Non-empirical,0.6272779703140259,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2020.125063,Empirical,0.5816766619682312,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2020.125250,Non-empirical,0.5725560188293457,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2020.125600,Non-empirical,0.5075774788856506,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2020.125698,Non-empirical,0.5971531867980957,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2020.125705,Non-empirical,0.5665716528892517,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2020.125835,Non-empirical,0.5656722784042358,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2021.126047,Non-empirical,0.5687066316604614,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2021.126074,Non-empirical,0.5330461859703064,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2021.126433,Non-empirical,0.5783643126487732,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2021.126586,Non-empirical,0.5480428338050842,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2021.126590,Non-empirical,0.4615685045719147,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2021.126624,Non-empirical,0.5626800060272217,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2021.126797,Non-empirical,0.5221003293991089,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2022.127069,Non-empirical,0.5815557837486267,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2022.127308,Non-empirical,0.5703126192092896,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2022.127567,Non-empirical,0.6575904488563538,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2022.127578,Non-empirical,0.5177587866783142,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2022.127612,Non-empirical,0.603387713432312,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2022.127703,Non-empirical,0.4995310306549072,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2022.127723,Non-empirical,0.6616535782814026,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2022.127818,Non-empirical,0.5716888308525085,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2023.127853,Non-empirical,0.655799925327301,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2023.128168,Non-empirical,0.5294551253318787,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2023.128172,Non-empirical,0.5704601407051086,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2023.128247,Non-empirical,0.5500531196594238,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2023.128350,Non-empirical,0.4957563877105713,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2023.128445,Non-empirical,0.5052756667137146,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2023.128484,Non-empirical,0.5571988821029663,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2024.128534,Non-empirical,0.538064181804657,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2024.128553,Empirical,0.3535667955875397,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2024.128646,Non-empirical,0.5352184176445007,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2024.128745,Non-empirical,0.533513069152832,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2024.128836,Empirical,0.4258996248245239,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2024.128844,Non-empirical,0.6066918969154358,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2024.128864,Non-empirical,0.5447490811347961,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2024.129156,Non-empirical,0.4431470334529876,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2024.129249,Non-empirical,0.5504389405250549,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2025.129309,Non-empirical,0.5814328789710999,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2025.129367,Non-empirical,0.5571286082267761,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2025.129381,Non-empirical,0.5593865513801575,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2025.129397,Non-empirical,0.5576615333557129,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2025.129545,Non-empirical,0.5270309448242188,
Gemini 2.5 Pro,individual_papers,10.1016_j.amc.2025.129562,Non-empirical,0.5068732500076294,
Gemini 2.5 Pro,individual_papers,10.1016_j.anbehav.2023.08.014,Empirical,0.5491161346435547,
Gemini 2.5 Pro,individual_papers,10.1016_j.asej.2022.102006,Non-empirical,0.5583134293556213,
Gemini 2.5 Pro,individual_papers,10.1016_j.bandc.2012.09.009,Non-empirical,0.6174367666244507,
Gemini 2.5 Pro,individual_papers,10.1016_j.beproc.2012.06.001,Empirical,0.5788318514823914,
Gemini 2.5 Pro,individual_papers,10.1016_j.biosystems.2018.10.015,Non-empirical,0.6109270453453064,
Gemini 2.5 Pro,individual_papers,10.1016_j.biosystems.2024.105362,Non-empirical,0.5592826008796692,
Gemini 2.5 Pro,individual_papers,10.1016_j.chaos.2012.01.004,Non-empirical,0.5595399141311646,
Gemini 2.5 Pro,individual_papers,10.1016_j.chaos.2013.07.016,Non-empirical,0.5700861811637878,
Gemini 2.5 Pro,individual_papers,10.1016_j.chaos.2015.06.002,Non-empirical,0.5493715405464172,
Gemini 2.5 Pro,individual_papers,10.1016_j.chaos.2016.08.015,Non-empirical,0.422696053981781,
Gemini 2.5 Pro,individual_papers,10.1016_j.chaos.2016.10.003,Non-empirical,0.5587022304534912,
Gemini 2.5 Pro,individual_papers,10.1016_j.chaos.2016.12.008,Non-empirical,0.5432619452476501,
Gemini 2.5 Pro,individual_papers,10.1016_j.chaos.2017.06.015,Non-empirical,0.5523066520690918,
Gemini 2.5 Pro,individual_papers,10.1016_j.chaos.2017.10.016,Non-empirical,0.5355610251426697,
Gemini 2.5 Pro,individual_papers,10.1016_j.chaos.2018.01.019,Non-empirical,0.5698229074478149,
Gemini 2.5 Pro,individual_papers,10.1016_j.chaos.2018.02.035,Non-empirical,0.5768364071846008,
Gemini 2.5 Pro,individual_papers,10.1016_j.chaos.2018.03.029,Non-empirical,0.5866836905479431,
