custom_id,paper_id,dimension,present,evidence_tier,effect_direction,evidence_basis,notes,support_refs
10.1016_j.tpb.2022.03.002,10.1016_j.tpb.2022.03.002,show_n_rounds,yes,informative_direct,N/A,manipulated,The expected number of rounds is determined by the exogenous break-up rate (rho); the game is indefinite but with a known continuation probability.,Section 2.3 Group composition
10.1016_j.tpb.2022.03.002,10.1016_j.tpb.2022.03.002,show_other_summaries,yes,informative_direct,N/A,manipulated,Players observe both the partner's action (cooperate/defect) and whether the partner had resources for cooperation in each round.,Section 2.1 Game setting | Section 2.2 Strategies
10.1016_j.tpb.2022.03.002,10.1016_j.tpb.2022.03.002,show_punishment_id,no,not_present,N/A,N/A,No punishment or identification of punishers; walk-away is not personalized in this sense.,
10.1016_j.tpb.2023.11.001,10.1016_j.tpb.2023.11.001,player_count,yes,informative_direct,less_positive,manipulated,Group size n is a central parameter; the effect of increasing n is directly analyzed for all main outcomes.,Section 2.1 | Section 3.1-3.5 | Propositions 1-4 | Figs. 2-10
10.1016_j.tpb.2023.11.001,10.1016_j.tpb.2023.11.001,num_rounds,no,not_present,N/A,N/A,The model is a one-shot (single-stage) game; repeated rounds are not modeled.,
10.1016_j.tpb.2023.11.001,10.1016_j.tpb.2023.11.001,chat,no,not_present,N/A,N/A,No communication or chat is modeled.,
10.1016_j.tpb.2023.11.001,10.1016_j.tpb.2023.11.001,all_or_nothing,yes,informative_direct,N/A,manipulated,Contribution is binary: each player either volunteers (cooperates) or shirks (defects).,Section 2.1 | Model description
10.1016_j.tpb.2023.11.001,10.1016_j.tpb.2023.11.001,default_contrib,no,not_present,N/A,N/A,No mention of default contribution framing; choices are symmetric and unframed.,
10.1016_j.tpb.2023.11.001,10.1016_j.tpb.2023.11.001,mpcr,yes,informative_direct,N/A,manipulated,"The marginal per-capita return is implicit: volunteering costs c, and the public good (value 1) is provided if at most zeta shirkers. The benefit is shared by all n players.",Section 2.1 | Model equations
10.1016_j.tpb.2023.11.001,10.1016_j.tpb.2023.11.001,punishment_cost,no,not_present,N/A,N/A,No punishment mechanism is modeled.,
10.1016_j.tpb.2023.11.001,10.1016_j.tpb.2023.11.001,punishment_tech,no,not_present,N/A,N/A,No punishment mechanism is modeled.,
10.1016_j.tpb.2023.11.001,10.1016_j.tpb.2023.11.001,reward_exists,no,not_present,N/A,N/A,No reward mechanism is modeled.,
10.1016_j.tpb.2023.11.001,10.1016_j.tpb.2023.11.001,reward_cost,no,not_present,N/A,N/A,No reward mechanism is modeled.,
10.1016_j.tpb.2023.11.001,10.1016_j.tpb.2023.11.001,reward_tech,no,not_present,N/A,N/A,No reward mechanism is modeled.,
10.1016_j.tpb.2023.11.001,10.1016_j.tpb.2023.11.001,show_n_rounds,no,not_present,N/A,N/A,Not applicable; the model is a one-shot game.,
10.1016_j.tpb.2023.11.001,10.1016_j.tpb.2023.11.001,show_other_summaries,no,not_present,N/A,N/A,No information feedback or summary statistics are modeled.,
10.1016_j.tpb.2023.11.001,10.1016_j.tpb.2023.11.001,show_punishment_id,no,not_present,N/A,N/A,No punishment mechanism is modeled.,
10.1016_j.tree.2005.07.012,10.1016_j.tree.2005.07.012,player_count,yes,informative_indirect,N/A,discussion_only,The referenced Fehr & Gächter experiment used groups of four players.,Behavioral economics: new challenges to evolutionary biology
10.1016_j.tree.2005.07.012,10.1016_j.tree.2005.07.012,num_rounds,yes,informative_indirect,N/A,discussion_only,"The referenced experiment involved six rounds, with participants re-grouped each round.",Behavioral economics: new challenges to evolutionary biology
10.1016_j.tree.2005.07.012,10.1016_j.tree.2005.07.012,chat,yes,informative_indirect,N/A,discussion_only,No communication or chat was allowed; groups were anonymous.,Behavioral economics: new challenges to evolutionary biology
10.1016_j.tree.2005.07.012,10.1016_j.tree.2005.07.012,all_or_nothing,yes,informative_indirect,N/A,discussion_only,Contribution was continuous: participants could choose any amount to contribute.,Behavioral economics: new challenges to evolutionary biology
10.1016_j.tree.2005.07.012,10.1016_j.tree.2005.07.012,default_contrib,no,not_present,N/A,N/A,No mention of default contribution framing.,
10.1016_j.tree.2005.07.012,10.1016_j.tree.2005.07.012,mpcr,no,not_present,N/A,N/A,Marginal per-capita return is not specified or discussed.,
10.1016_j.tree.2005.07.012,10.1016_j.tree.2005.07.012,punishment_cost,yes,informative_indirect,N/A,discussion_only,"Punishment is described as imposing a cost on the target at a lesser cost to the punisher, but no specific cost ratio is given.",Behavioral economics: new challenges to evolutionary biology
10.1016_j.tree.2005.07.012,10.1016_j.tree.2005.07.012,punishment_tech,yes,informative_indirect,N/A,discussion_only,"Punishment is effective in reducing the payoff of the punished at a lower cost to the punisher, but no quantitative details are given.",Behavioral economics: new challenges to evolutionary biology
10.1016_j.tree.2005.07.012,10.1016_j.tree.2005.07.012,reward_exists,no,not_present,N/A,N/A,No mention of a reward mechanism in the referenced experiments.,
10.1016_j.tree.2005.07.012,10.1016_j.tree.2005.07.012,reward_cost,no,not_present,N/A,N/A,No reward mechanism discussed.,
10.1016_j.tree.2005.07.012,10.1016_j.tree.2005.07.012,reward_tech,no,not_present,N/A,N/A,No reward mechanism discussed.,
10.1016_j.tree.2005.07.012,10.1016_j.tree.2005.07.012,show_n_rounds,yes,informative_indirect,N/A,discussion_only,"Participants knew the structure of the experiment (six rounds, re-grouped each round).",Behavioral economics: new challenges to evolutionary biology
10.1016_j.tree.2005.07.012,10.1016_j.tree.2005.07.012,show_other_summaries,yes,informative_indirect,N/A,discussion_only,"After each round, participants were informed of others' contributions.",Behavioral economics: new challenges to evolutionary biology
10.1016_j.tree.2005.07.012,10.1016_j.tree.2005.07.012,show_punishment_id,no,not_present,N/A,N/A,No mention of whether punishment was anonymous or identified; the experiment is described as anonymous.,
10.1016_j.tree.2007.06.012,10.1016_j.tree.2007.06.012,player_count,yes,informative_direct,N/R,manipulated,The canonical public goods game described involves 6 players per group.,Fining free-riders
10.1016_j.tree.2007.06.012,10.1016_j.tree.2007.06.012,num_rounds,yes,informative_direct,more_positive,manipulated,"Repeated rounds are discussed as critical for the full effect of punishment to emerge; with more rounds, cooperation increases and punishment becomes less frequent, improving efficiency.",Fining free-riders | Figure 1
10.1016_j.tree.2007.06.012,10.1016_j.tree.2007.06.012,chat,no,not_present,N/A,N/A,No mention of communication or chat between players in the described experiments.,
10.1016_j.tree.2007.06.012,10.1016_j.tree.2007.06.012,all_or_nothing,yes,informative_direct,N/R,manipulated,"Players can choose between different levels of contribution, indicating a continuous (not all-or-nothing) choice.",Fining free-riders
10.1016_j.tree.2007.06.012,10.1016_j.tree.2007.06.012,default_contrib,no,not_present,N/A,N/A,No mention of default contribution framing.,
10.1016_j.tree.2007.06.012,10.1016_j.tree.2007.06.012,mpcr,yes,informative_direct,N/R,manipulated,The marginal per-capita return is 0.5 (contribution is tripled and divided among 6 players).,Fining free-riders
10.1016_j.tree.2007.06.012,10.1016_j.tree.2007.06.012,punishment_cost,yes,informative_direct,mixed,manipulated,"Punishment is costly to the punisher; the fee:fine ratio is discussed (e.g., 1:3 and 1:1). Lower cost (higher effectiveness) makes punishment more efficient.",Fining free-riders | Proximate causes of costly punishment
10.1016_j.tree.2007.06.012,10.1016_j.tree.2007.06.012,punishment_tech,yes,informative_direct,mixed,manipulated,"Punishment effectiveness (fine per unit cost) is discussed; higher effectiveness (e.g., 1:3 fee:fine) can increase cooperation but may still reduce efficiency if used frequently.",Proximate causes of costly punishment
10.1016_j.tree.2007.06.012,10.1016_j.tree.2007.06.012,reward_exists,yes,informative_indirect,more_positive,manipulated,Reward mechanisms (direct and indirect) are discussed; indirect reciprocity (reputation-based rewards) can increase efficiency when combined with punishment.,Box 4. The carrot: the role of rewards as incentives for cooperation | Figure 2
10.1016_j.tree.2007.06.012,10.1016_j.tree.2007.06.012,reward_cost,no,not_present,N/A,N/A,No direct discussion of the cost per unit of reward in the main public goods game context.,
10.1016_j.tree.2007.06.012,10.1016_j.tree.2007.06.012,reward_tech,no,not_present,N/A,N/A,No direct discussion of reward effectiveness per unit cost in the main public goods game context.,
10.1016_j.tree.2007.06.012,10.1016_j.tree.2007.06.012,show_n_rounds,yes,informative_indirect,N/R,manipulated,"In the described experiments, the number of rounds is known and fixed (e.g., six rounds without punishment, then six with punishment).",Figure 1
10.1016_j.tree.2007.06.012,10.1016_j.tree.2007.06.012,show_other_summaries,yes,informative_indirect,N/R,manipulated,"Players know the contributions of others, as punishment is targeted at defectors.",Fining free-riders
10.1016_j.tree.2007.06.012,10.1016_j.tree.2007.06.012,show_punishment_id,no,not_present,N/A,N/A,No mention of whether players can identify who punished them; experiments are described as anonymous.,
10.1016_j.tree.2007.07.009,10.1016_j.tree.2007.07.009,player_count,no,not_present,N/A,N/A,The paper discusses group size and population structure conceptually but does not specify or analyze player count as a game parameter.,
10.1016_j.tree.2007.07.009,10.1016_j.tree.2007.07.009,num_rounds,no,not_present,N/A,N/A,No discussion of repeated interactions or number of rounds as a parameter.,
10.1016_j.tree.2007.07.009,10.1016_j.tree.2007.07.009,chat,no,not_present,N/A,N/A,"Communication is mentioned as a human advantage, but not as a manipulable game feature.",
10.1016_j.tree.2007.07.009,10.1016_j.tree.2007.07.009,all_or_nothing,no,not_present,N/A,N/A,No discussion of discrete vs. continuous contribution choices.,
10.1016_j.tree.2007.07.009,10.1016_j.tree.2007.07.009,default_contrib,no,not_present,N/A,N/A,No mention of default contribution framing.,
10.1016_j.tree.2007.07.009,10.1016_j.tree.2007.07.009,mpcr,no,not_present,N/A,N/A,No explicit discussion of marginal per-capita return or equivalent parameter.,
10.1016_j.tree.2007.07.009,10.1016_j.tree.2007.07.009,punishment_cost,yes,contextual,more_positive,discussion_only,"Punishment is discussed as a mechanism for preventing the tragedy of the commons, with the caveat that costly punishment can itself be undermined by second-order free-riding. The costliness of punishment is highlighted as important for its effectiveness.",Coercion and punishment section
10.1016_j.tree.2007.07.009,10.1016_j.tree.2007.07.009,punishment_tech,yes,contextual,more_positive,discussion_only,"Effectiveness of punishment (e.g., policing in social insects) is discussed as critical for preventing collapse and stabilizing cooperation.",Coercion and punishment section | Table 1
10.1016_j.tree.2007.07.009,10.1016_j.tree.2007.07.009,reward_exists,no,not_present,N/A,N/A,Rewards are not discussed as a mechanism in this paper.,
10.1016_j.tree.2007.07.009,10.1016_j.tree.2007.07.009,reward_cost,no,not_present,N/A,N/A,No discussion of reward cost.,
10.1016_j.tree.2007.07.009,10.1016_j.tree.2007.07.009,reward_tech,no,not_present,N/A,N/A,No discussion of reward effectiveness.,
10.1016_j.tree.2007.07.009,10.1016_j.tree.2007.07.009,show_n_rounds,no,not_present,N/A,N/A,No discussion of information about game length.,
10.1016_j.tree.2007.07.009,10.1016_j.tree.2007.07.009,show_other_summaries,no,not_present,N/A,N/A,No discussion of feedback or summary information shown to players.,
10.1016_j.tree.2007.07.009,10.1016_j.tree.2007.07.009,show_punishment_id,no,not_present,N/A,N/A,No discussion of whether punishment is identifiable.,
10.1016_j.tree.2011.12.004,10.1016_j.tree.2011.12.004,player_count,yes,informative_indirect,mixed,discussion_only,"The paper discusses the importance of player number (n-player vs. 2-player games) for the evolution and effectiveness of punishment, arguing that punishment is more likely in n-player games or asymmetric 2-player games.",Player number and asymmetries | Box 2. The evolution of punishment in n-player games
10.1016_j.tree.2011.12.004,10.1016_j.tree.2011.12.004,num_rounds,yes,informative_indirect,more_positive,discussion_only,"Longer time horizons (more rounds) increase the net benefit of punishment, making it more likely to promote cooperation.",Time horizons for interactions
10.1016_j.tree.2011.12.004,10.1016_j.tree.2011.12.004,chat,no,not_present,N/A,N/A,Communication or chat between players is not discussed as a moderator.,
10.1016_j.tree.2011.12.004,10.1016_j.tree.2011.12.004,all_or_nothing,yes,informative_indirect,more_positive,discussion_only,Punishment is more likely and more effective when cheating is a discrete (all-or-nothing) event rather than continuous.,Cheating: discrete or continuous? | Concluding remarks
10.1016_j.tree.2011.12.004,10.1016_j.tree.2011.12.004,default_contrib,no,not_present,N/A,N/A,No discussion of default contribution framing.,
10.1016_j.tree.2011.12.004,10.1016_j.tree.2011.12.004,mpcr,no,not_present,N/A,N/A,Marginal per-capita return is not discussed.,
10.1016_j.tree.2011.12.004,10.1016_j.tree.2011.12.004,punishment_cost,yes,contextual,mixed,discussion_only,"Punishment involves a cost to the punisher; the paper discusses that high costs can make punishment less likely or less efficient, but does not quantify effects.",What is (and what is not) punishment? | Box 2. The evolution of punishment in n-player games
10.1016_j.tree.2011.12.004,10.1016_j.tree.2011.12.004,punishment_tech,yes,contextual,mixed,discussion_only,"The effectiveness of punishment (impact per unit cost) is discussed conceptually, e.g., punishment is efficient only up to a threshold; further punishment is wasteful.",Box 2. The evolution of punishment in n-player games
10.1016_j.tree.2011.12.004,10.1016_j.tree.2011.12.004,reward_exists,no,not_present,N/A,N/A,Reward mechanisms are not discussed as a moderator.,
10.1016_j.tree.2011.12.004,10.1016_j.tree.2011.12.004,reward_cost,no,not_present,N/A,N/A,Reward cost is not discussed.,
10.1016_j.tree.2011.12.004,10.1016_j.tree.2011.12.004,reward_tech,no,not_present,N/A,N/A,Reward effectiveness is not discussed.,
10.1016_j.tree.2011.12.004,10.1016_j.tree.2011.12.004,show_n_rounds,no,not_present,N/A,N/A,No discussion of whether players know the number of rounds.,
10.1016_j.tree.2011.12.004,10.1016_j.tree.2011.12.004,show_other_summaries,no,not_present,N/A,N/A,No discussion of summary information about others' contributions or payoffs.,
10.1016_j.tree.2011.12.004,10.1016_j.tree.2011.12.004,show_punishment_id,no,not_present,N/A,N/A,No discussion of whether punishment is identifiable.,
10.1016_j.tree.2013.05.011,10.1016_j.tree.2013.05.011,player_count,no,not_present,N/A,N/A,"The paper discusses group size in theory (e.g., smaller groups may facilitate emergence of leaders), but does not specify or analyze player count in a game or experiment.",
10.1016_j.tree.2013.05.011,10.1016_j.tree.2013.05.011,num_rounds,no,not_present,N/A,N/A,No mention of repeated rounds or temporal structure of games; only general discussion of repeated interactions.,
10.1016_j.tree.2013.05.011,10.1016_j.tree.2013.05.011,chat,no,not_present,N/A,N/A,"Communication is discussed in general terms (e.g., computer-mediated vs face-to-face), but not as a manipulable game feature.",
10.1016_j.tree.2013.05.011,10.1016_j.tree.2013.05.011,all_or_nothing,no,not_present,N/A,N/A,No discussion of all-or-nothing vs continuous contribution choices.,
10.1016_j.tree.2013.05.011,10.1016_j.tree.2013.05.011,default_contrib,no,not_present,N/A,N/A,No mention of default contribution framing.,
10.1016_j.tree.2013.05.011,10.1016_j.tree.2013.05.011,mpcr,no,not_present,N/A,N/A,Marginal per-capita return is not discussed.,
10.1016_j.tree.2013.05.011,10.1016_j.tree.2013.05.011,punishment_cost,no,not_present,N/A,N/A,"Punishment is discussed as a mechanism, but not with respect to cost or parameterization.",
10.1016_j.tree.2013.05.011,10.1016_j.tree.2013.05.011,punishment_tech,no,not_present,N/A,N/A,No discussion of punishment effectiveness or impact per unit cost.,
10.1016_j.tree.2013.05.011,10.1016_j.tree.2013.05.011,reward_exists,yes,contextual,more_positive,discussion_only,"Social rewards (e.g., badges, praise, leaderboards) are discussed as important mechanisms for promoting cooperation and pro-environmental behavior in online networks.",Box 2 | Testable hypotheses for using the Internet to facilitate environmental collective action | Box 3
10.1016_j.tree.2013.05.011,10.1016_j.tree.2013.05.011,reward_cost,no,not_present,N/A,N/A,No discussion of cost to rewarder per unit of reward.,
10.1016_j.tree.2013.05.011,10.1016_j.tree.2013.05.011,reward_tech,no,not_present,N/A,N/A,No discussion of reward effectiveness per unit cost.,
10.1016_j.tree.2013.05.011,10.1016_j.tree.2013.05.011,show_n_rounds,no,not_present,N/A,N/A,No mention of whether participants know the number of rounds.,
10.1016_j.tree.2013.05.011,10.1016_j.tree.2013.05.011,show_other_summaries,yes,contextual,more_positive,discussion_only,"The paper discusses the importance of making others' actions, reputations, and benchmarks visible (e.g., social comparison tools, news feeds, leaderboards) to promote cooperation.",Box 3 | Testable hypotheses for using the Internet to facilitate environmental collective action | Figure 3
10.1016_j.tree.2013.05.011,10.1016_j.tree.2013.05.011,show_punishment_id,no,not_present,N/A,N/A,No discussion of whether punishment is anonymous or identified.,
10.1016_j.tree.2014.12.003,10.1016_j.tree.2014.12.003,player_count,yes,contextual,unclear,discussion_only,"The paper discusses both two-player and n-player games (including public goods games), noting that the effects of punishment and reputation may differ by group size, but does not provide direct evidence or manipulation.",'The reputation of punishers' | Figure 1 | Table 1
10.1016_j.tree.2014.12.003,10.1016_j.tree.2014.12.003,num_rounds,yes,contextual,unclear,discussion_only,"The paper distinguishes between one-shot and repeated/iterated games, discussing how the possibility of future interactions affects the value of a punitive reputation.",'The puzzle of punishment' | 'What does punishment signal?' | Table 1
10.1016_j.tree.2014.12.003,10.1016_j.tree.2014.12.003,chat,no,not_present,N/A,N/A,No mention of communication or chat between players.,
10.1016_j.tree.2014.12.003,10.1016_j.tree.2014.12.003,all_or_nothing,no,not_present,N/A,N/A,No discussion of all-or-nothing versus continuous contribution choices.,
10.1016_j.tree.2014.12.003,10.1016_j.tree.2014.12.003,default_contrib,no,not_present,N/A,N/A,No mention of default contribution framing.,
10.1016_j.tree.2014.12.003,10.1016_j.tree.2014.12.003,mpcr,no,not_present,N/A,N/A,Marginal per-capita return is not discussed.,
10.1016_j.tree.2014.12.003,10.1016_j.tree.2014.12.003,punishment_cost,yes,informative_indirect,mixed,discussion_only,"The paper discusses the cost to the punisher (fee) and the fine imposed on the punished (fee:fine ratio), and how higher costs may signal more genuine norm enforcement. However, it does not provide direct empirical evidence.",Box 1 | 'What does punishment signal?' | Figure 1
10.1016_j.tree.2014.12.003,10.1016_j.tree.2014.12.003,punishment_tech,yes,informative_indirect,mixed,discussion_only,"Discusses punishment effectiveness via the fee:fine ratio (punishment impact per unit cost), and how this moderates reputational and possibly efficiency effects.",Box 1 | 'What does punishment signal?' | Figure 1
10.1016_j.tree.2014.12.003,10.1016_j.tree.2014.12.003,reward_exists,yes,contextual,unclear,discussion_only,"The paper discusses the possibility of rewarding cooperators or compensating victims as alternative mechanisms to punishment, but does not analyze them in detail.",'The puzzle of punishment' | 'What does punishment signal?'
10.1016_j.tree.2014.12.003,10.1016_j.tree.2014.12.003,reward_cost,no,not_present,N/A,N/A,No direct discussion of the cost to rewarders.,
10.1016_j.tree.2014.12.003,10.1016_j.tree.2014.12.003,reward_tech,no,not_present,N/A,N/A,No direct discussion of reward effectiveness.,
10.1016_j.tree.2014.12.003,10.1016_j.tree.2014.12.003,show_n_rounds,no,not_present,N/A,N/A,No mention of whether players know the number of rounds.,
10.1016_j.tree.2014.12.003,10.1016_j.tree.2014.12.003,show_other_summaries,yes,contextual,unclear,discussion_only,The paper discusses the importance of observers having information about others' punishment and cooperation behavior for reputation effects.,'The reputation of punishers' | 'What does punishment signal?' | Box 1
10.1016_j.tree.2014.12.003,10.1016_j.tree.2014.12.003,show_punishment_id,yes,contextual,unclear,discussion_only,The paper discusses the role of non-anonymity and the ability of observers to identify punishers as crucial for reputation effects.,'The reputation of punishers' | 'What does punishment signal?' | Box 1
10.1016_j.worlddev.2020.104889,10.1016_j.worlddev.2020.104889,player_count,yes,informative_indirect,N/A,contextual,Dinner camps range from 4 to 20 people; cooperative hunting network includes 52 adult hunters in a community of ~60 adults.,Introduction 1.1 | Materials and methods
10.1016_j.worlddev.2020.104889,10.1016_j.worlddev.2020.104889,num_rounds,no,not_present,N/A,N/A,No discrete rounds; observational study of repeated real-world hunting and sharing events.,
10.1016_j.worlddev.2020.104889,10.1016_j.worlddev.2020.104889,chat,no,not_present,N/A,N/A,No mention of communication manipulation; real-world context with natural social interaction.,
10.1016_j.worlddev.2020.104889,10.1016_j.worlddev.2020.104889,all_or_nothing,no,not_present,N/A,N/A,"Contribution (sharing) is continuous, not all-or-nothing.",
10.1016_j.worlddev.2020.104889,10.1016_j.worlddev.2020.104889,default_contrib,no,not_present,N/A,N/A,No default framing of contribution; real-world sharing decisions.,
10.1016_j.worlddev.2020.104889,10.1016_j.worlddev.2020.104889,mpcr,no,not_present,N/A,N/A,No marginal per-capita return parameter; not a PGG or formal game.,
10.1016_j.worlddev.2020.104889,10.1016_j.worlddev.2020.104889,punishment_cost,no,not_present,N/A,N/A,No punishment or sanctioning mechanism present or analyzed.,
10.1016_j.worlddev.2020.104889,10.1016_j.worlddev.2020.104889,punishment_tech,no,not_present,N/A,N/A,No punishment or sanctioning mechanism present or analyzed.,
10.1016_j.worlddev.2020.104889,10.1016_j.worlddev.2020.104889,reward_exists,no,not_present,N/A,N/A,No formal reward mechanism; social rewards (cooperation opportunities) are observed but not manipulated.,
10.1016_j.worlddev.2020.104889,10.1016_j.worlddev.2020.104889,reward_cost,no,not_present,N/A,N/A,No formal reward mechanism.,
10.1016_j.worlddev.2020.104889,10.1016_j.worlddev.2020.104889,reward_tech,no,not_present,N/A,N/A,No formal reward mechanism.,
10.1016_j.worlddev.2020.104889,10.1016_j.worlddev.2020.104889,show_n_rounds,no,not_present,N/A,N/A,No rounds or end-point; ongoing real-world context.,
10.1016_j.worlddev.2020.104889,10.1016_j.worlddev.2020.104889,show_other_summaries,yes,informative_indirect,N/A,contextual,Secondary distributions (sharing) are public and visible to all camp members; sharing behavior is observed by others and builds reputation.,Introduction 1.1 | Materials and methods | Discussion
10.1016_j.worlddev.2020.104889,10.1016_j.worlddev.2020.104889,show_punishment_id,no,not_present,N/A,N/A,No punishment or sanctioning mechanism present.,
10.1016_j.worlddev.2021.105442,10.1016_j.worlddev.2021.105442,player_count,no,not_present,N/A,N/A,"The study is a survey of individuals, not a game with a defined player count.",
10.1016_j.worlddev.2021.105442,10.1016_j.worlddev.2021.105442,num_rounds,no,not_present,N/A,N/A,"No repeated interaction or rounds; survey-based, not a repeated game.",
10.1016_j.worlddev.2021.105442,10.1016_j.worlddev.2021.105442,chat,no,not_present,N/A,N/A,No communication or chat between participants; survey only.,
10.1016_j.worlddev.2021.105442,10.1016_j.worlddev.2021.105442,all_or_nothing,no,not_present,N/A,N/A,No contribution choices; not a public goods game.,
10.1016_j.worlddev.2021.105442,10.1016_j.worlddev.2021.105442,default_contrib,no,not_present,N/A,N/A,No contribution framing or default; not applicable.,
10.1016_j.worlddev.2021.105442,10.1016_j.worlddev.2021.105442,mpcr,no,not_present,N/A,N/A,No marginal per-capita return; not a public goods game.,
10.1016_j.worlddev.2021.105442,10.1016_j.worlddev.2021.105442,punishment_cost,no,not_present,N/A,N/A,"Sanctions are social (disapproval, exclusion), not monetary; no cost structure analyzed.",
10.1016_j.worlddev.2021.105442,10.1016_j.worlddev.2021.105442,punishment_tech,no,not_present,N/A,N/A,No technical or quantitative analysis of punishment impact per unit cost.,
10.1016_j.worlddev.2021.105442,10.1016_j.worlddev.2021.105442,reward_exists,no,not_present,N/A,N/A,No reward mechanism studied.,
10.1016_j.worlddev.2021.105442,10.1016_j.worlddev.2021.105442,reward_cost,no,not_present,N/A,N/A,No reward mechanism studied.,
10.1016_j.worlddev.2021.105442,10.1016_j.worlddev.2021.105442,reward_tech,no,not_present,N/A,N/A,No reward mechanism studied.,
10.1016_j.worlddev.2021.105442,10.1016_j.worlddev.2021.105442,show_n_rounds,no,not_present,N/A,N/A,No rounds or end-point; survey-based.,
10.1016_j.worlddev.2021.105442,10.1016_j.worlddev.2021.105442,show_other_summaries,no,not_present,N/A,N/A,No feedback or summary information provided to participants.,
10.1016_j.worlddev.2021.105442,10.1016_j.worlddev.2021.105442,show_punishment_id,no,not_present,N/A,N/A,No identification of punishers; survey about hypothetical reactions.,
10.1016_j.worlddev.2024.106686,10.1016_j.worlddev.2024.106686,player_count,yes,informative_direct,N/A,manipulated,Each group consisted of 6 participants in all sessions.,Section 3.2.1 Baseline stage | Section 3.1 Sample and study sites
10.1016_j.worlddev.2024.106686,10.1016_j.worlddev.2024.106686,num_rounds,yes,informative_direct,N/A,manipulated,Each stage consisted of 6 rounds; the peer punishment treatment was one stage of 6 rounds.,Section 3.2.1 Baseline stage | Section 3.2.2 The treatments
10.1016_j.worlddev.2024.106686,10.1016_j.worlddev.2024.106686,chat,yes,informative_direct,N/A,manipulated,No communication or chat was allowed between participants.,Section 3.2.1 Baseline stage
10.1016_j.worlddev.2024.106686,10.1016_j.worlddev.2024.106686,all_or_nothing,yes,informative_direct,N/A,manipulated,"Contribution (deforestation) was a discrete choice: participants chose how many plots (0 to max) to convert each round; not strictly all-or-nothing, but a discrete multi-level choice.",Section 3.2.1 Baseline stage
10.1016_j.worlddev.2024.106686,10.1016_j.worlddev.2024.106686,default_contrib,no,not_present,N/A,N/A,No mention of default contribution framing or opt-in/opt-out.,
10.1016_j.worlddev.2024.106686,10.1016_j.worlddev.2024.106686,mpcr,yes,informative_direct,N/A,manipulated,"MPCR (delta) was set at 0.4; each plot of forest gave 24 points to the group (4 per participant), each plot of agriculture gave 10 points to the individual.",Section 3.2.1 Baseline stage
10.1016_j.worlddev.2024.106686,10.1016_j.worlddev.2024.106686,punishment_cost,yes,informative_direct,N/A,manipulated,"Cost to punisher per punishment point is k (not numerically specified in main text, but payoff function shows cost structure).",Section 3.2.2 The treatments | Payoff function
10.1016_j.worlddev.2024.106686,10.1016_j.worlddev.2024.106686,punishment_tech,yes,informative_direct,N/A,manipulated,"Each punishment assigned reduces the punished player's payoff by 3k (i.e., punishment impact is 3x the cost to punisher).",Section 3.2.2 The treatments | Payoff function
10.1016_j.worlddev.2024.106686,10.1016_j.worlddev.2024.106686,reward_exists,no,not_present,N/A,N/A,No reward mechanism was available; only punishment.,Section 3.2.2 The treatments
10.1016_j.worlddev.2024.106686,10.1016_j.worlddev.2024.106686,reward_cost,no,not_present,N/A,N/A,No reward mechanism.,
10.1016_j.worlddev.2024.106686,10.1016_j.worlddev.2024.106686,reward_tech,no,not_present,N/A,N/A,No reward mechanism.,
10.1016_j.worlddev.2024.106686,10.1016_j.worlddev.2024.106686,show_n_rounds,yes,informative_direct,N/A,manipulated,Participants knew the number of rounds per stage (6 rounds per stage).,Section 3.2.1 Baseline stage
10.1016_j.worlddev.2024.106686,10.1016_j.worlddev.2024.106686,show_other_summaries,yes,informative_direct,N/A,manipulated,Participants were shown others' deforestation choices (public monitoring) in the peer punishment stage.,Section 3.2.2 The treatments
10.1016_j.worlddev.2024.106686,10.1016_j.worlddev.2024.106686,show_punishment_id,no,informative_direct,N/A,manipulated,"Punishment was anonymous; participants were identified by letters known only to themselves and the experimenter, and letters were changed each stage.",Section 3.2.1 Baseline stage
10.1016_s0014-2921(01)00220-3,10.1016_s0014-2921(01)00220-3,player_count,yes,informative_direct,N/A,manipulated,Groups of 4 subjects were used in all sessions.,Section 2. Experimental design
10.1016_s0014-2921(01)00220-3,10.1016_s0014-2921(01)00220-3,num_rounds,yes,informative_direct,N/A,manipulated,The experiment was played only once (one-shot game).,Section 2. Experimental design
10.1016_s0014-2921(01)00220-3,10.1016_s0014-2921(01)00220-3,chat,yes,informative_direct,N/A,manipulated,No communication or chat between players was allowed; decisions were made anonymously via computer.,Section 2. Experimental design
10.1016_s0014-2921(01)00220-3,10.1016_s0014-2921(01)00220-3,all_or_nothing,yes,informative_direct,N/A,manipulated,Stealing decisions were continuous: subjects could choose to steal any integer amount from 0 to 20.,Section 2. Experimental design
10.1016_s0014-2921(01)00220-3,10.1016_s0014-2921(01)00220-3,default_contrib,no,not_present,N/A,N/A,No mention of default options or framing of contribution/stealing choices.,
10.1016_s0014-2921(01)00220-3,10.1016_s0014-2921(01)00220-3,mpcr,yes,informative_direct,N/A,manipulated,"The efficiency of stealing is manipulated via the parameter gamma: in the H-treatment, stealing is a pure transfer (gamma=1), in the L-treatment, stealing is inefficient (gamma=0.5).",Section 2. Experimental design | Treatments
10.1016_s0014-2921(01)00220-3,10.1016_s0014-2921(01)00220-3,punishment_cost,no,not_present,N/A,N/A,No punishment or sanctioning mechanism is present in the experiment.,
